"","PLAYER","TEAM","YEAR","HT","POS","AGE","Pos","Numb","G","X2PA","X3PA","FTA","Poss","Ast.Pos","Tov.Pos","Stl.G","Blk.G","TS","FTA.G","Three.G","Two.G","Three.Per","Two.Per","FTA.FGA","Three.FGA","OR.G","DR.G","PF.G","adjTempo","adjOE","adjDE"
"72","Jacob Evans","Cincinnati","Junior","6-Jun","SG/SF",20.7,"F",1,33,118,135,56,9.17090909090909,0.178429817605075,0.0826063970393867,0.818181818181818,0.818181818181818,1.001296643135,1.6969696969697,4.09090909090909,3.57575757575758,0.333333333333333,0.415254237288136,0.221343873517787,0.533596837944664,1.09090909090909,3,1.84848484848485,63.9737,111.163,94.1027
"73","Jacob Evans","Cincinnati","Junior","6-Jun","SG/SF",20.7,"G",3,72,170.833333333333,136,94.3333333333333,10.9677777777778,0.186493554985476,0.0976514820208716,1.0787037037037,0.763888888888889,0.949340990132677,2.62037037037037,3.77777777777778,4.74537037037037,0.324579124579125,0.408567931456548,0.256357953201081,0.369783688870624,1.18518518518519,2.56481481481481,1.7037037037037,53.4215666666667,94.4473333333333,74.6292833333333
"74","Jalen Brunson","Villanova","Junior","2-Jun","PG",21.5,"G",3,116,254.333333333333,163.833333333333,144.333333333333,14.2832962962963,0.285706594189106,0.136172023620108,0.875462962962963,0.0125,1.27938517586073,3.73518518518518,4.19861111111111,6.56851851851852,0.393719678653772,0.591711687723163,0.354800523535015,0.389598969623784,0.382407407407407,2.29537037037037,1.8212962962963,66.7186166666667,122.6305,95.6262
"75","Jalen Hudson","Florida","Junior","5-Jun","SG",21.8,"G",1,34,200,194,139,14.5635294117647,0.072703772517974,0.0807819694644155,0.764705882352941,0.558823529411765,1.16003163722647,4.08823529411765,5.70588235294118,5.88235294117647,0.402061855670103,0.505,0.352791878172589,0.49238578680203,0.382352941176471,3.52941176470588,2.11764705882353,67.1294,109.225,100.195
"76","Jalen McDaniels","San Diego State","Freshman","9-Jun","PF",20.2,"F",1,33,196,19,113,9.11272727272727,0.0964352221335461,0.119712689545092,0.818181818181818,0.575757575757576,1.30326382592928,3.42424242424242,0.575757575757576,5.93939393939394,0.210526315789474,0.622448979591837,0.525581395348837,0.0883720930232558,2.24242424242424,5.27272727272727,2.33333333333333,68.8053,108.923,97.1902
"77","Jalon Pipkins","CSUN","Freshman","4-Jun","SG",19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","James Palmer","Nebraska","Junior","6-Jun","SF",21.7,"G",1,33,269,139,221,17.4921212121212,0.171505786154806,0.124731480839859,0.96969696969697,0.484848484848485,1.12421819333386,6.6969696969697,4.21212121212121,8.15151515151515,0.309352517985612,0.513011152416357,0.541666666666667,0.340686274509804,1.24242424242424,3.12121212121212,1.84848484848485,67.3906,105.657,100.268
"79","Jared Harper","Auburn","Sophomore","10-May","PG",20.6,"G",2,66,128.333333333333,167,183.333333333333,13.1858088235294,0.345666975832986,0.144990681410273,1.16973039215686,0.0404411764705882,1.11822611293894,5.48161764705882,5.00796568627451,3.84375,0.351083790055794,0.392590664584418,0.617476350809684,0.566121532788199,0.378676470588235,1.875,1.82904411764706,72.9126666666667,111.599333333333,101.0186
"80","Jaren Jackson Jr.","Michigan State","Freshman","11-Jun","PF/C",18.5,"F",1,35,136,96,133,10.072,0.110632020878248,0.175876546011574,0.6,3.02857142857143,1.31488365689109,3.8,2.74285714285714,3.88571428571429,0.395833333333333,0.595588235294118,0.573275862068966,0.413793103448276,1.48571428571429,4.31428571428571,3.2,67.0387,117.189,95.3364
"81","Jarred Vanderbilt","Kentucky","Freshman","8-Jun","SF",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Jarrey Foster","Southern Methodist","Junior","6-Jun","SG",21.3,"G",3,83,144.833333333333,61.6666666666667,59.8333333333333,10.9442235982112,0.212124336554531,0.125214599548362,0.629858961128311,0.940884072927417,1.11163579018117,2.40650154798762,2.55968352253182,6.01171310629515,0.36360513739546,0.534080880872084,0.29422110875012,0.299892555596376,2.41238390092879,2.84790161678707,2.00815273477812,64.2858,113.587333333333,97.5764833333333
"83","Jaylen Hands","UCLA","Freshman","3-Jun","PG",18.5,"G",1,31,137,115,80,11.1032258064516,0.235328297501453,0.165601394538059,0.967741935483871,0.161290322580645,1.06545961002786,2.58064516129032,3.70967741935484,4.41935483870968,0.373913043478261,0.430656934306569,0.317460317460317,0.456349206349206,0.580645161290323,3.38709677419355,1.58064516129032,70.3493,111.075,103.801
"84","Jaylin Walker","Kent State","Junior","1-Jun","SG",20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Jeffrey Carroll","Oklahoma State","Senior","6-Jun","SF",23.4,"G",4,118,175.3,150.4,109.9,13.1140484848485,0.0906113381157351,0.112596534262162,0.726969696969697,0.230606060606061,1.14094889811209,3.36939393939394,4.71666666666667,5.40575757575758,0.362247202163825,0.530256388106328,0.308160760852892,0.487443497558512,1.3730303030303,4.04757575757576,1.61333333333333,67.77953,113.1707,101.57031
"86","Jerome Robinson","Boston College","Junior","5-Jun","PG",21.1,"F",1,23,170,63,70,14.1217391304348,0.21551724137931,0.187807881773399,1.39130434782609,0.304347826086957,1.01971190295679,3.04347826086957,2.73913043478261,7.39130434782609,0.380952380952381,0.447058823529412,0.300429184549356,0.270386266094421,0.391304347826087,3.65217391304348,2.1304347826087,66.7452,95.2825,100.842
"87","Jerome Robinson","Boston College","Junior","5-Jun","PG",21.1,"G",3,67,271.166666666667,153,142,16.850869047619,0.137726299562592,0.120201028998219,1.0014880952381,0.196428571428571,0.96046978035399,4.20178571428571,4.51607142857143,8.05208333333333,0.315656565656566,0.422091886608016,0.278895825824778,0.300338320951484,0.451190476190476,2.64047619047619,2.18422619047619,58.7940833333333,88.5535,87.569
"88","Jessie Govan","Georgetown","Junior","11-Jun","C",20.7,"C",3,95,266.666666666667,39.3333333333333,118.333333333333,13.3765151515152,0.119051092361328,0.14404758988674,0.532323232323232,1.06666666666667,1.15866566231577,3.84627525252525,1.27266414141414,8.67897727272727,0.390579710144928,0.520196566998893,0.397175539175539,0.136279006279006,1.78099747474747,5.58920454545455,2.89223484848485,69.4128166666667,107.917666666667,101.04875
"89","Jevon Carter","West Virginia","Senior","2-Jun","PG",22.5,"G",4,144,223.4,178,123.3,14.5129173745174,0.305514229269302,0.140575391750986,2.47451737451737,0.273513513513513,1.09034827547494,3.36965250965251,4.87891891891892,6.10007722007722,0.366383274030333,0.456594981373495,0.305395190154861,0.45811779201912,0.875907335907336,3.2811583011583,2.64741312741313,69.33955,114.6767,94.08832
"90","Jon Davis","Charlotte","Junior","3-Jun","PG",21.4,"G",3,92,260.833333333333,130,172.666666666667,19.0995499825845,0.262341949619429,0.18055365136711,1.03420411006618,0.284465343086033,1.10078660931925,5.80048763497039,4.3748171368861,8.7282131661442,0.350522358247749,0.466139745241093,0.439178877401859,0.330182495820923,0.637095088819227,2.87864855451062,1.65559038662487,71.5573833333333,100.335683333333,110.195
"91","Jon Elmore","Marshall","Junior","Jun-00","PG",22.3,"G",3,96,249.833333333333,245.666666666667,238.5,20.8487714285714,0.305141824571949,0.157861645990431,1.3131746031746,0.267222222222222,1.16147902955386,6.93515873015873,7.24706349206349,7.25214285714286,0.352852251326828,0.486115354652887,0.475423801083177,0.503050588892995,0.548888888888889,4.38206349206349,1.80444444444444,76.1267666666667,109.778666666667,106.548833333333
"92","Jontay Porter","Missouri","Freshman","10-Jun","C",18.3,"F",1,33,128,110,104,10.5078787878788,0.213404083515976,0.181681854885223,0.848484848484849,1.66666666666667,1.14885819001973,3.15151515151515,3.33333333333333,3.87878787878788,0.363636363636364,0.5,0.436974789915966,0.46218487394958,1.51515151515152,5.27272727272727,2.93939393939394,65.6902,107.159,100.622
"93","Jordan Brangers","South Plains CC","Sophomore","2-Jun","SG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Jordan Caroline","Nevada","Junior","7-Jun","PF",22.2,"G",2,72,334.333333333333,101.666666666667,251,16.8888236808237,0.125764454796993,0.110791086873069,0.83989703989704,0.212870012870013,1.11775106055605,6.91299871299871,2.79047619047619,9.18687258687259,0.328666015413003,0.513515678828374,0.581602136791161,0.232379843545491,2.92767052767053,5.87722007722008,2.35804375804376,69.5379666666667,115.508666666667,102.029666666667
"95","Jordan Davis","Northern Colorado","Junior","2-Jun","SG",20.8,"G",3,98,343.833333333333,67.3333333333333,190.166666666667,18.0497449407724,0.205697294770366,0.183624262588456,1.09103682454189,0.434298343188338,1.11757755767927,5.66176355794938,2.03526823175848,10.1884940382101,0.270990286661928,0.546541106736009,0.470899268492266,0.163082026738868,0.839817145756494,3.77164198036805,2.860820014441,70.3124166666667,103.105366666667,105.004916666667
"96","Jordan Murdock","Friends","Junior","4-Jun","PF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Josh Okogie","Georgia Tech","Sophomore","4-Jun","SG",19.5,"G",2,61,265,91,188.333333333333,18.0681981981982,0.120243375202486,0.131919689881528,1.5990990990991,0.882132132132132,1.11657193760284,6.67117117117117,3.43543543543544,9.30930930930931,0.381187214611872,0.443747332479727,0.525194704049844,0.26518691588785,1.9954954954955,3.98198198198198,2.79129129129129,66.8199666666667,99.0545,98.2522333333333
"98","Justin Jackson","Maryland","Sophomore","7-Jun","SF/PF",21.1,"F",1,33,162,105,96,11.0072727272727,0.0853430238960467,0.148662041625372,0.878787878787879,0.787878787878788,1.12210580778683,2.90909090909091,3.18181818181818,4.90909090909091,0.438095238095238,0.438271604938272,0.359550561797753,0.393258426966292,1.75757575757576,4.27272727272727,2.18181818181818,67.2038,113.075,98.7382
"99","Justin James","Wyoming","Junior","7-Jun","SG",21.2,"G",3,100,275,112.833333333333,172.5,16.0122669645452,0.147266236202659,0.138153343890608,0.877524702121476,0.489319965126417,1.12163718337212,5.12667556669573,3.37025029061319,8.16816968177855,0.353195721120249,0.505160991272102,0.433017776938622,0.302896904649378,0.743402172333624,4.25346919500145,2.37416902789887,71.8218333333333,104.505166666667,103.1135
"100","Justin Wright-Foreman","Hofstra","Junior","8-Jun","PG",20.4,"G",3,90,247.166666666667,193.833333333333,126.166666666667,17.5149661489446,0.1150979272897,0.0994102285082065,0.677917164476304,0.152255077658303,1.14757525898197,4.03597919155715,6.20574472321784,7.90852747909199,0.346495867218813,0.555058190864103,0.288017352114206,0.43953061394176,0.386213162086818,2.51813271604938,1.69483024691358,68.5626,111.490833333333,109.682166666667
"101","Juwan Morgan","Indiana","Junior","8-Jun","SF/PF",21,"F",3,93,186,41.6666666666667,118.333333333333,10.2485170250896,0.111826603076661,0.143118171069286,0.844690860215054,1.07287186379928,1.26198847611125,3.79301075268817,1.3326164874552,5.96606182795699,0.310034305317324,0.620553950483528,0.558045897796293,0.208276152012498,2.15969982078853,3.7274417562724,2.34471326164875,67.47475,111.576166666667,101.731166666667
"102","Kaiser Gates","Xavier","Junior","8-Jun","SF",21.4,"F",3,97,37.6666666666667,117.333333333333,45.3333333333333,5.87303980986334,0.114133838916121,0.107453001633745,0.447920380273321,0.22174688057041,1.14992885117113,1.37278669043375,3.51152703505645,1.13951277480689,0.35736109464923,0.543386243386243,0.328323764868293,0.73776505961129,0.972103386809269,3.08407605466429,2.124688057041,69.6350333333333,115.798166666667,99.9663833333333
"103","Kalob Ledoux","McNeese State","Sophomore","3-Jun","SG",20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Kameron Chatman","Detroit","Junior","9-Jun","SF",21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Keanu Peters","Salt Lake","Junior","4-Jun","PG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Keenan Evans","Texas Tech","Senior","3-Jun","PG",21.6,"G",4,131,212.1,110.3,167.7,13.5597495519713,0.217608225392665,0.138213003439526,1.03055555555556,0.277161738351254,1.16495834776874,4.94400761648746,3.27422715053763,6.33228046594982,0.362849696194436,0.492293975279308,0.526185271219081,0.332649740874522,0.491677867383513,2.34886872759857,1.9415770609319,65.19778,110.0298,97.07585
"107","Keita Bates-Diop","Ohio State","Junior","7-Jun","PF",22.1,"F",3,100,241.166666666667,135.5,104.833333333333,13.9720320855615,0.0981982022136755,0.104073875694523,0.753862150920975,1.31892453951277,1.14944680173926,3.11393345216875,4.02406417112299,7.16057635175282,0.364379011118142,0.528660810861214,0.282463626499867,0.367504310910556,1.30510992275698,5.51247771836007,1.59031491384433,66.8567666666667,110.552666666667,97.3879833333333
"108","Kerwin Roach Jr.","Texas","Junior","3-Jun","SG",21.4,"G",3,97,182.333333333333,95.3333333333333,118.833333333333,12.6323737373737,0.246138316304868,0.187075909451634,1.41208964646465,0.243371212121212,1.047568560939,3.69523358585859,2.97001262626263,5.67992424242424,0.329520164596479,0.476125730994152,0.452112304614832,0.33907688761076,0.726325757575757,2.90956439393939,2.75741792929293,66.0153833333333,105.411166666667,96.9719333333333
"109","Kevin Hervey","Texas Arlington","Senior","7-Jun","SF",21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Kevin Huerter","Maryland","Sophomore","6-Jun","SG",19.6,"G",2,65,127.666666666667,175,75.3333333333333,12.5382575757576,0.252601264942641,0.167271325443725,0.73989898989899,0.669823232323232,1.23112337116695,2.34532828282828,5.4135101010101,3.9614898989899,0.401904761904762,0.575912762108589,0.240322479452914,0.583278436539306,0.868055555555555,4.13257575757576,2.18939393939394,66.6056,110.481666666667,100.132066666667
"111","Kevin Knox","Kentucky","Freshman","9-Jun","SF/PF",18.6,"F",1,37,274,167,164,16.1664864864865,0.0886050555035442,0.142102447505684,0.837837837837838,0.27027027027027,1.12635435341804,4.43243243243243,4.51351351351351,7.40540540540541,0.341317365269461,0.510948905109489,0.3718820861678,0.378684807256236,0.891891891891892,4.51351351351351,2.21621621621622,68.7603,109.639,100.541
"112","Khyri Thomas","Creighton","Junior","3-Jun","SG",21.9,"G",3,102,184,123.666666666667,76.1666666666667,11.8362673796791,0.229530991975631,0.147862687586058,1.5054876496053,0.278775146422205,1.23862964700035,2.25650623885918,3.67177234530176,5.43917748917749,0.406049113996134,0.591325169319494,0.249709381635292,0.394185260311021,1.17231983702572,3.5460529666412,1.77202699261523,70.8259333333333,114.016666666667,99.5584833333333
"113","Kostas Antetokounmpo","Dayton","Freshman","10-Jun","SF",20.3,"F",1,29,86,15,64,5.79862068965517,0.0773073263558516,0.231921979067555,0.241379310344828,1.06896551724138,1.16909259832766,2.20689655172414,0.517241379310345,2.96551724137931,0.133333333333333,0.651162790697674,0.633663366336634,0.148514851485149,0.827586206896552,2.03448275862069,2.27586206896552,66.2721,106.231,108.213
"114","Kris Wilkes","UCLA","Freshman","7-Jun","SF/PF",19.5,"G",1,33,204,159,116,13.88,0.122260064623177,0.0960614793467819,0.757575757575758,0.545454545454545,1.09168196309535,3.51515151515152,4.81818181818182,6.18181818181818,0.352201257861635,0.509803921568627,0.319559228650138,0.43801652892562,1.3030303030303,3.60606060606061,2.51515151515152,70.3493,111.075,103.801
"115","Ky Bowman","Boston College","Sophomore","1-Jun","PG/SG",20.8,"G",2,67,262.333333333333,193.333333333333,114,17.8853095238095,0.226625748663337,0.175790097016554,1.35684523809524,0.270238095238095,1.12621446892536,3.35,5.64702380952381,7.66220238095238,0.39108575425711,0.485799168152109,0.258937939859245,0.424327968896107,0.812797619047619,5.35416666666667,2.52678571428571,70.4866333333333,106.527666666667,105.184666666667
"116","Lagerald Vick","Kansas","Junior","5-Jun","SF",21.2,"G",3,94,156.166666666667,112.5,43.8333333333333,8.92166891587944,0.168294713265319,0.145386881923723,0.656657669815565,0.314327485380117,1.18289647808072,1.1836857100015,3.02661568451042,4.1307167491378,0.388328639105615,0.574798775153106,0.181816787279787,0.459630093271497,0.816464237516869,2.80075723496776,1.53838656470235,69.2963333333333,118.384166666667,97.7216666666666
"117","Lamar Peters","Mississippi State","Sophomore","Jun-00","PG",19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Lamonte Bearden","Western Kentucky","Junior","3-Jun","G",22.4,"G",1,38,256,61,154,12.5463157894737,0.274771373437369,0.192969208826244,1.71052631578947,0.157894736842105,1.16436219981287,4.05263157894737,1.60526315789474,6.73684210526316,0.311475409836066,0.515625,0.485804416403785,0.192429022082019,0.552631578947368,1.76315789473684,2.15789473684211,68.7698,111.835,101.181
"119","Landry Shamet","Wichita State","Sophomore","4-Jun","PG",21,"G",2,68,124,181.333333333333,97.3333333333333,12.2621296296296,0.366463832275569,0.140355906690793,0.719907407407407,0.189814814814815,1.30559726444302,2.94212962962963,5.47685185185185,3.7337962962963,0.441078305519897,0.545464480874317,0.318222518222518,0.593258593258593,0.49537037037037,2.59490740740741,1.9837962962963,68.3683,117.842666666667,99.0126666666667
"120","Leron Black","Illinois","Junior","7-Jun","PF",22.2,"F",3,95,235.5,34.3333333333333,72.8333333333333,11.128302378625,0.0482355222225293,0.131616306923194,0.367383512544803,0.191593352883675,1.12516948890617,2.33512544802867,1.10654936461388,7.55180840664712,0.354913052587471,0.517955705282428,0.27080834040285,0.121352526794517,1.69061583577713,3.7258064516129,3.08390355164549,68.02395,106.307833333333,100.2027
"121","LiAngelo Ball","UCLA","Freshman","5-Jun","SG",19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Lindell Wigginton","Iowa State","Freshman","2-Jun","PG",NA,"G",1,31,241,172,162,18.5896774193548,0.15270354688693,0.159644617199972,0.903225806451613,0.419354838709677,1.06962914016685,5.2258064516129,5.54838709677419,7.7741935483871,0.401162790697674,0.423236514522822,0.39225181598063,0.416464891041162,0.645161290322581,3.09677419354839,2.51612903225806,68.9345,103.722,107.467
"123","Lonnie Walker","Miami (FL)","Freshman","4-Jun","SG",19.3,"G",1,32,156,162,65,11.9875,0.159019812304484,0.0964546402502607,0.9375,0.46875,1.06174264281593,2.03125,5.0625,4.875,0.345679012345679,0.487179487179487,0.20440251572327,0.509433962264151,0.40625,2.1875,1.59375,67.0394,107.641,99.258
"124","Luke Maye","North Carolina","Junior","8-Jun","PF",21.1,"F",3,105,246.666666666667,72.5,73.5,10.8735877695878,0.154028990538293,0.130343407719366,0.644495144495145,0.595331695331695,1.05186191463482,2.01369291369291,1.98387348387348,6.74855114855115,0.396469622331691,0.487899131197194,0.24799227358089,0.222657976330084,2.20567060567061,4.42693342693343,1.96104286104286,71.13295,117.626333333333,97.7108666666667
"125","Makinde London","Chattanooga","Junior","10-Jun","PF",22,"F",2,59,159.666666666667,112.666666666667,89.6666666666667,13.1416245210728,0.108550491866727,0.191706254916597,0.831034482758621,0.717624521072797,1.04579179154969,3.07701149425287,3.85823754789272,5.47547892720306,0.32864250177683,0.478987341772152,0.316789240311324,0.424064622432986,1.1639846743295,4.56628352490421,2.59693486590038,65.4746666666667,101.418266666667,106.931
"126","Malik Hines","Massachusetts","Junior","10-Jun","PF",NA,"F",2,64,148.666666666667,0,59.3333333333333,6.75572499185402,0.100886585462989,0.208688332094784,0.390355164548713,0.748452264581297,1.31326461394219,1.81753014011079,0,4.55588139459107,0,0.63926049795615,0.396321070234114,0,1.89019224503095,3.21081785597915,2.46464646464646,68.2422,103.387666666667,105.8508
"127","Malik Martin","South Florida","Junior","11-Jun","C",23.2,"F",1,32,127,19,46,6.57,0.0808599695585997,0.209284627092846,0.53125,0.9375,1.23315688161694,1.4375,0.59375,3.96875,0.473684210526316,0.598425196850394,0.315068493150685,0.13013698630137,1.46875,3.28125,1.59375,64.5563,96.4027,107.744
"128","Malik Newman","Kansas","Sophomore","4-Jun","PG/SG",21.1,"G",1,39,197,205,115,13.0666666666667,0.160910518053375,0.111852433281005,1.07692307692308,0.153846153846154,1.22182942996023,2.94871794871795,5.25641025641026,5.05128205128205,0.414634146341463,0.512690355329949,0.286069651741294,0.509950248756219,0.512820512820513,4.51282051282051,1.56410256410256,68.7634,115.458,102.324
"129","Marcquise Reed","Clemson","Junior","2-Jun","G",23,"G",2,68,209.666666666667,153.333333333333,130,14.116329004329,0.20171326141146,0.136021386588713,1.56940836940837,0.0101010101010101,1.14136247345487,3.77546897546897,4.42828282828283,6.07994227994228,0.370477911128318,0.470387006034209,0.371308016877637,0.411105168281135,0.656854256854257,3.25367965367965,1.84184704184704,66.2156333333333,110.614666666667,98.1996666666667
"130","Marcus Derrickson","Georgetown","Junior","7-Jun","PF",22.2,"F",3,89,136.666666666667,98.3333333333333,95,11.3154217980296,0.13547742693592,0.16184811293128,0.560601395730706,0.640830254515599,1.22747332259709,3.2668052134647,3.37456383415435,4.71115558292282,0.410074878455587,0.515219505107629,0.391265448900179,0.446968436863646,1.80472598522168,4.44404248768473,2.72772988505747,69.4128166666667,107.917666666667,101.04875
"131","Markis McDuffie","Wichita State","Junior","8-Jun","SF",20.6,"F",3,92,129.333333333333,72.6666666666667,86.8333333333333,9.51868488809665,0.129533501632045,0.138018215016871,0.725787284610814,0.181620122796593,1.12755454038359,2.89260249554367,2.5598633392751,4.37953060011884,0.340282510841316,0.509479235029302,0.410130718954248,0.372140522875817,1.2278173895821,2.77337096454744,1.82263814616756,67.93785,116.816333333333,96.7593833333333
"132","Marquez Letcher-Ellis","Rice","Junior","7-Jun","SF",20.8,"F",2,67,143,50.3333333333333,131.333333333333,9.48784523809524,0.0590274796991695,0.220131900280439,0.79375,1.06071428571429,1.15163833376913,3.88809523809524,1.47470238095238,4.24017857142857,0.295343680709534,0.545490125240848,0.677561581805492,0.264227227073864,1.47321428571429,3.42113095238095,3.14732142857143,71.7034333333333,107.138333333333,110.022666666667
"133","Marvin Bagley III","Duke","Freshman","11-Jun","PF/C",19,"F",1,33,382,58,209,18.3927272727273,0.0823777514168973,0.123566627125346,0.818181818181818,0.878787878787879,1.3046093691255,6.33333333333333,1.75757575757576,11.5757575757576,0.396551724137931,0.646596858638743,0.475,0.131818181818182,4,7.09090909090909,1.81818181818182,69.67,118.735,97.7427
"134","Matt Morgan","Cornell","Junior","5-Jun","PG/SG",20.4,"G",3,83,178.666666666667,213.5,150.166666666667,18.8633862433862,0.139217667238145,0.127894128387735,0.907186948853616,0.293871252204586,1.23929429132717,5.39638447971781,7.67217813051146,6.418430335097,0.364428148505257,0.589495172448324,0.379090747196891,0.548325819391747,0.419091710758377,3.94488536155203,1.85537918871252,69.95665,101.63455,110.1085
"135","Max Montana","San Diego State","Junior","9-Jun","PF",22.2,"F",1,26,39,113,28,7.05076923076923,0.109098843552258,0.103643901374645,0.346153846153846,0.153846153846154,1.08933787731256,1.07692307692308,4.34615384615385,1.5,0.36283185840708,0.461538461538462,0.184210526315789,0.743421052631579,0.730769230769231,2.23076923076923,1.80769230769231,68.8053,108.923,97.1902
"136","Melvin Frazier","Tulane","Junior","6-Jun","SF",21.5,"G",3,94,184.833333333333,91.3333333333333,110.333333333333,12.9729411764706,0.152360123001966,0.174923651822962,1.82418300653595,0.566339869281046,1.15409857378387,3.63725490196078,3.00326797385621,6.09967320261438,0.327977054392149,0.575740556082832,0.402605275865508,0.340517910490591,1.21764705882353,3.64019607843137,2.12908496732026,69.2514333333333,102.476766666667,106.0385
"137","Micah Seaborn","Monmouth","Junior","5-Jun","SG",23.1,"G",3,86,138.166666666667,141.5,74.5,14.2250925925926,0.142058003801434,0.156886117439428,0.90625,0.188657407407407,1.12747929278854,2.91319444444444,5.47453703703704,5.24652777777778,0.395412206711718,0.430140258272851,0.273295873225952,0.51086263975539,0.310185185185185,2.97222222222222,1.90625,71.2983166666667,105.683166666667,102.1509
"138","Michael Gilmore","FGCU","Junior","10-Jun","PF",23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Michael Porter Jr.","Missouri","Freshman","10-Jun","SF/PF",19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Mikal Bridges","Villanova","Junior","7-Jun","SF",21.5,"F",1,40,88,77,75,5.55,0.157657657657658,0.108108108108108,1.05,0.65,1.28282828282828,1.875,1.925,2.2,0.298701298701299,0.715909090909091,0.454545454545455,0.466666666666667,0.9,2.3,2.225,66.0317,122.761,90.7523
"141","Mikal Bridges","Villanova","Junior","7-Jun","SF",21.5,"G",3,76,158.333333333333,156.833333333333,85.6666666666667,10.1609814814815,0.143423823267042,0.0964198884826924,1.31805555555556,0.833796296296296,1.11522024034428,2.19351851851852,4.02453703703704,4.07037037037037,0.348525602709703,0.528015128169211,0.221167080792109,0.411807845794744,1.05462962962963,3.10138888888889,1.83425925925926,55.7133333333333,102.170333333333,80.5008166666667
"142","Mike Amius","Western Carolina","Junior","7-Jun","F",NA,"F",1,32,277,0,161,13.6825,0.0799378768499909,0.205554540471405,1.1875,0.84375,1.16720331186753,5.03125,0,8.65625,0,0.548736462093863,0.581227436823105,0,1.9375,3.65625,3.03125,69.3866,94.7149,109.157
"143","Mike Daum","South Dakota State","Junior","8-Jun","PF",22.4,"F",3,104,338.166666666667,186.833333333333,239.666666666667,20.3037703081233,0.0611449843979973,0.111249377333642,0.516666666666667,0.568207282913165,1.27022381589047,6.87226890756303,5.34719887955182,9.69635854341737,0.42607816088642,0.528302710631439,0.467950762026632,0.344234097173351,1.98613445378151,6.87142857142857,2.3766106442577,69.0347,112.093166666667,105.882166666667
"144","MiKyle McIntosh","Oregon","Senior","7-Jun","SF/PF",23.7,"F",1,36,218,104,129,12.2711111111111,0.119974646867077,0.142611372691054,0.805555555555556,0.333333333333333,1.12208258527828,3.58333333333333,2.88888888888889,6.05555555555556,0.355769230769231,0.504587155963303,0.400621118012422,0.322981366459627,1.55555555555556,4.55555555555556,3.30555555555556,67.3466,110.497,102.548
"145","Miles Bridges","Michigan State","Sophomore","6-Jun","SF/PF",20,"G",2,62,248,178,103.333333333333,16.8158543417367,0.148326390753488,0.124854794183845,0.637955182072829,1.02170868347339,1.15817858990711,3.23249299719888,5.53781512605042,7.7563025210084,0.372364672364672,0.534478371501272,0.243257107589712,0.416332026835309,1.3312324929972,6.07773109243697,1.65826330532213,66.9860666666667,115.262,95.5235666666667
"146","Mitchell Robinson","None","Freshman","11-Jun","C",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Mohamed Bamba","Texas","Freshman","Jul-00","C",19.8,"F",1,30,219,51,119,12.2786666666667,0.0407210337713107,0.124877836898686,0.766666666666667,3.63333333333333,1.20052115647103,3.96666666666667,1.7,7.3,0.274509803921569,0.602739726027397,0.440740740740741,0.188888888888889,3.2,7.33333333333333,2.53333333333333,65.2112,103.687,99.2103
