"","player","season_end","salary","season_start","Salary.Cap","Per.Cap","fifth","Pos.x","Age","HT","WT","WS","Pos2","RSCI","percentile","Pos.y","School","Numb","G","X2PA","X3PA","FTA","Poss","Ast.Pos","Tov.Pos","Stl.G","Blk.G","TS","FTA.G","Three.G","Two.G","Three.Per","Two.Per","FTA.FGA","Three.FGA","OR.G","DR.G","PF.G","adjTempo","adjOE","adjDE"
"56","Damian Lillard",2017,24328425,2016,94143000,0.258419903763424,2017,"PG",21.6,75,189,79,"PG","NR",0.980769230769231,"G","Weber State",3,94,228,208.166666666667,205.833333333333,19.0131989247312,0.196453400760678,0.126959843847673,1.28813844086022,0.184643817204301,1.23687891271788,6.51024865591398,6.59912634408602,7.22127016129032,0.397529914503403,0.496664794909639,0.457881453501892,0.478285096898236,0.432291666666667,4.07258064516129,2.01176075268817,66.4818833333333,108.696,103.790733333333
"57","Daniel Gibson",2011,4015334,2010,58044000,0.069177417131831,2011,"SG",20,74,190,78.5,"Wing","Top25",0.45,"G","Texas",2,68,133.333333333333,239.333333333333,109,14.303679163034,0.236459787819584,0.158305780350938,1.47428073234525,0.30223772159256,1.13605325670282,3.1848299912816,6.79279279279279,3.82679453647196,0.385749319535398,0.452359068627451,0.302980849468158,0.638579924158401,0.907294391165359,2.69340308049985,2.43504795117698,64.7842,116.398,93.5372666666667
"58","Danny Granger",2011,10973202,2010,58044000,0.189049720901385,2011,"SF",21.9,80,225,85,"Wing","NR",0.727272727272727,"F","New Mexico",2,52,231.666666666667,93.3333333333333,194.333333333333,17.607797979798,0.129799072625383,0.141596649623903,1.83939393939394,1.8030303030303,1.26243476093129,7.18484848484848,3.4020202020202,8.55050505050505,0.39957264957265,0.557624025219844,0.600274464776446,0.285305445505295,2.41212121212121,6.48383838383838,2.64545454545455,64.1532666666667,111.985666666667,100.227933333333
"59","Danny Green",2014,3762500,2013,58679000,0.0641200429455171,2014,"SG/SF",21.7,78,208,82,"Wing","Top25",0.521739130434783,"F","North Carolina",4,145,167.2,142.4,62.6,10.4782873117338,0.190924567861978,0.147494330880771,1.27196559233911,1.12904920069606,1.15716207141016,1.66941396143433,3.77368738726973,4.43784348538169,0.374176879396559,0.52511787539947,0.218070396074718,0.462603986194182,1.53592332047341,2.75332657981215,2.02658192997752,72.43517,121.7218,91.71155
"60","Dante Cunningham",2015,831942,2014,63065000,0.0131918179655911,2015,"PF",21.8,80,227,83,"Big","NR",0.0833333333333333,"F","Villanova",4,139,308.1,1,131.9,12.0637495557075,0.0988320892703388,0.176525596982939,1.22538619275461,0.939239006607428,1.12979102413503,3.65281840966052,0.0271132376395534,8.46234221918433,0.2,0.522875053755433,0.456775864950694,0.0027566995375787,2.59924812030075,3.8000956937799,2.81953520164046,67.47393,112.8484,92.54486
"61","Darrell Arthur",2013,3006217,2012,58044000,0.0517920370753222,2013,"PF",20.3,80,216,82,"Big","Top25",0.25,"F","Kansas",2,78,349,9.66666666666667,109,12.0172280701754,0.0571500189225401,0.141500092778714,0.62280701754386,1.37456140350877,1.14149023525617,2.76842105263158,0.243859649122807,8.84912280701754,0.111111111111111,0.552550274730357,0.307476734348562,0.0260916055649558,2.21754385964912,3.50175438596491,2.87017543859649,67.4534333333333,119.026333333333,86.2830333333333
"62","Darren Collison",2014,1900000,2013,58679000,0.0323795565704937,2014,"PG",21.5,73,166,75,"PG","Top100",0.211538461538462,"G","UCLA",4,142,219.4,100.5,113.8,13.1552777888778,0.332860330610241,0.18985838451998,1.7414319014319,0.106686646686647,1.21835647571551,3.29726273726274,2.90689976689977,6.35027639027639,0.437350355166747,0.504167123725947,0.351935381462751,0.314351824045587,0.441285381285381,1.93401265401265,1.44703296703297,64.25086,117.5556,91.23242
"63","David Lee",2011,10800000,2010,58044000,0.186065743229274,2011,"PF",21.8,81,230,84,"Big","Top25",0.883333333333333,"F","Florida",3,96,273.166666666667,2.66666666666667,148.333333333333,13.046451001955,0.182262052622608,0.177638039972772,1.02880620723363,0.789467253176931,1.22915801204474,4.66567387585533,0.084005376344086,8.58517126914304,0,0.571380203887787,0.538259518585291,0.00917175613414765,2.32432184750733,5.58656117627892,2.46381150211795,65.4210833333333,116.566166666667,94.8243166666667
"65","David West",2008,10650000,2007,55630000,0.191443465755887,2008,"PF",22.5,81,226,88,"Big","NR",0.9,"F","Xavier",1,32,389,26,256,19.145,0.166492556803343,0.138743797336119,1.3125,1.625,1.22052914866197,8,0.8125,12.15625,0.346153846153846,0.524421593830334,0.616867469879518,0.0626506024096386,3.125,8.6875,2.96875,67.7076,113.842,93.9627
"66","DeAndre Jordan",2013,10532977,2012,58044000,0.181465388326097,2013,"C",19.6,83,250,90,"Big","Top25",0.72,"C","Texas A&M",1,35,183,0,119,8.35314285714286,0.0513066082911479,0.194965111506362,0.2,1.25714285714286,1.18116927260367,3.4,0,5.22857142857143,0,0.617486338797814,0.650273224043716,0,1.88571428571429,4.11428571428571,1.91428571428571,61.7592,112.264,92.3384
"67","DeAndre Liggins",2018,26773,2017,99093000,0.000270180537474897,2018,"SG/SF",22.9,78,213,83,"Wing","Top50",0.0434782608695652,"G","Kentucky",3,100,112.666666666667,69.1666666666667,74.1666666666667,7.32217015893967,0.266197239590359,0.178045748913455,0.956360336578122,0.531082146327155,1.03546296243582,2.09248107206365,1.97384919980201,3.12975489926488,0.340928466248159,0.470094810670086,0.418267896877584,0.411714193759607,0.526673266237695,2.63399420704321,1.99232799868009,66.3614333333333,115.1755,90.98125
"68","DeJuan Blair",2014,947907,2013,58679000,0.0161541096474037,2014,"PF/C",19.8,78,277,86,"Big","Top50",0.136363636363636,"F","Pittsburgh",2,72,358.333333333333,0,157.666666666667,13.5030424710425,0.0823710635678847,0.111750485210942,1.58712998712999,1.01698841698842,1.18845448425576,4.42805662805663,0,10.0769626769627,0,0.574364306698084,0.442144013148516,0,5.01158301158301,6.25302445302445,2.79150579150579,64.7789333333333,119.646333333333,93.7049333333333
"69","DeMarcus Cousins",2015,13701250,2014,63065000,0.217256005708396,2015,"C",19.5,83,292,89,"Big","Top25",0.8,"F","Kentucky",1,38,363,6,268,14.8663157894737,0.0672661615804008,0.138072647454507,0.973684210526316,1.76315789473684,1.18089213833895,7.05263157894737,0.157894736842105,9.55263157894737,0.166666666666667,0.564738292011019,0.726287262872629,0.016260162601626,4.05263157894737,5.78947368421053,3.21052631578947,68.2699,114.882,88.3421
"71","DeMarre Carroll",2014,2557545,2013,58679000,0.043585354215307,2014,"SF/PF",22.6,80,207,82,"Wing","NR",0.434782608695652,"F","Missouri",2,70,359.666666666667,35,176.333333333333,14.5132675438596,0.127845143227931,0.102836572886365,1.41008771929825,0.65734649122807,1.17774643220348,4.88212719298246,0.949013157894737,9.93366228070176,0.301247771836007,0.572194971054841,0.450989372938285,0.0852792919964159,2.56195175438596,4.44627192982456,2.35910087719298,70.3465666666667,115.519666666667,94.6298
"72","Deron Williams",2011,14940152,2010,58044000,0.257393563503549,2011,"PG",20.7,75,202,78,"PG","Top50",0.961538461538462,"G","Illinois",3,101,191.5,163.333333333333,80.5,13.7352884615385,0.461387197300686,0.188944857235978,1.07120726495727,0.228605769230769,1.06762755578528,2.29847756410256,4.69778311965812,5.48811431623932,0.372262460795596,0.466642605224401,0.228846401975964,0.459711930742953,0.413167735042735,2.97991452991453,2.17702991452991,64.5149,119.295833333333,91.5065
"73","Derrick Favors",2015,12833333,2014,63065000,0.203493744549275,2015,"PF/C",18.6,82,245,88,"Big","Top25",0.909090909090909,"F","Georgia Tech",1,36,292,1,143,12.3866666666667,0.0829745245783997,0.201829924650161,0.888888888888889,2.05555555555556,1.25870982243201,3.97222222222222,0.0277777777777778,8.11111111111111,0,0.613013698630137,0.488054607508532,0.00341296928327645,3,5.41666666666667,2.61111111111111,68.1884,109.21,90.9925
"74","Derrick Rose",2013,16402500,2012,58044000,0.28258734752946,2013,"PG",19.4,74,196,79,"PG","Top25",1,"G","Memphis",1,40,332,104,205,15.83,0.298483891345546,0.168982943777637,1.2,0.375,1.1345496009122,5.125,2.6,8.3,0.336538461538462,0.521084337349398,0.470183486238532,0.238532110091743,1.35,3.175,1.7,68.0739,118.028,86.5132
"76","Derrick Williams",2016,4900000,2015,7e+07,0.07,2016,"PF",19.8,81,248,84,"Big","Top100",0.466666666666667,"F","Arizona",2,69,292.666666666667,54.6666666666667,298,15.7511941143181,0.0623332883491923,0.151594482016523,0.853423882286361,0.671194114318053,1.36159383949971,8.30164119977363,1.47028862478778,8.22863610639502,0.461711711711712,0.598866447163661,0.854933432872963,0.148737090954336,2.57328805885682,5.29032258064516,2.69835880022637,66.0666333333333,114.410333333333,98.3648
"78","Devin Harris",2010,8400000,2009,57700000,0.145580589254766,2010,"PG",21,75,170,79,"PG","NR",0.75,"G","Wisconsin",2,64,190,179.666666666667,183.666666666667,15.98375,0.248151810069121,0.120557288719783,1.84375,0.270833333333333,1.22259021403272,5.73958333333333,5.61458333333333,5.9375,0.37770999019501,0.538117501387644,0.488695849656504,0.485476636575257,0.666666666666667,3.76041666666667,2.01041666666667,61.0734,115.477333333333,90.9598666666667
"79","Dion Waiters",2017,2898000,2016,94143000,0.0307829578407317,2017,"SG",20.2,76,221,79,"Wing","Top50",0.25,"G","Syracuse",2,71,197.666666666667,103.666666666667,94.6666666666667,10.5967143614202,0.203353980508984,0.111507267058783,1.57975622681505,0.255431902490726,1.11344555258212,2.59671436142024,2.86936936936937,5.42580816110228,0.351691827173347,0.511189175123601,0.304565334905892,0.360140547447049,0.441971383147854,1.60916799152093,1.69422363540011,64.4721333333333,116.759333333333,91.9008333333333
"80","Dominic McGuire",2013,110947,2012,58044000,0.00191142926056095,2013,"SF",21.4,80,220,82,"Wing","NR",0.0454545454545455,"G","Fresno State",1,32,258,67,181,16.36375,0.198609731876862,0.227255366282179,0.875,3.5625,1.06761565836299,5.65625,2.09375,8.0625,0.298507462686567,0.515503875968992,0.556923076923077,0.206153846153846,2.1875,7.625,2.84375,68.6742,102.521,96.3382
"81","Draymond Green",2017,15330435,2016,94143000,0.16284200630955,2017,"PF",22,79,236,85,"Big","Top100",0.85,"F","Michigan State",4,145,266.2,87.2,142.6,13.8465246422893,0.255068462015366,0.16770031064322,1.41319554848967,0.921780604133545,1.09895106598044,3.95564387917329,2.42901430842607,7.3691573926868,0.290124870696025,0.49088517470795,0.430889734810194,0.214695448589768,2.13847376788553,6.59077901430843,2.91939586645469,64.92372,112.7259,90.59379
"82","Dwyane Wade",2010,15779912,2009,57700000,0.273482010398614,2010,"SG",21.1,77,212,82,"Wing","NR",1,"G","Marquette",1,33,457,44,249,21.7442424242424,0.202073694185852,0.149116450192318,2.15151515151515,1.3030303030303,1.16286687631027,7.54545454545455,1.33333333333333,13.8484848484848,0.318181818181818,0.518599562363239,0.497005988023952,0.0878243512974052,1.81818181818182,4.51515151515152,2.3030303030303,65.723,120.526,99.2211
"83","E'Twaun Moore",2017,8081363,2016,94143000,0.085841358359092,2017,"SG",22,76,191,79,"Wing","Top25",0.55,"G","Purdue",4,140,303.1,162.2,125.9,16.9833888712242,0.173120382606573,0.121371175378929,1.22982966159437,0.428083125141949,1.08199034135417,3.61832387008858,4.65460822166705,8.69844424256189,0.375685452697596,0.475256521299468,0.268318402907385,0.350663786023103,1.17039064274358,3.34121735180559,2.25138769021122,66.13712,112.4331,89.70358
"84","Earl Clark",2014,4250000,2013,58679000,0.0724279554866307,2014,"SF/PF",21.1,82,228,86,"Wing","Top25",0.739130434782609,"F","Louisville",3,104,274,74,122.166666666667,13.663388996139,0.141797861154649,0.175918769642933,0.946698037323037,1.32401061776062,1.05966044803915,3.41081885456885,2.05298021235521,7.61463561776062,0.300643865556146,0.511609221335419,0.364953232743997,0.209532706538838,2.34087837837838,5.35496702059202,1.75306064993565,65.92505,112.2315,87.3425
"85","Ed Davis",2015,981084,2014,63065000,0.0155567113295806,2015,"PF",20.7,82,227,84,"Big","Top25",0.133333333333333,"F","North Carolina",2,61,191.666666666667,0,120,10.9788710907704,0.0763745940333545,0.152372760441868,0.412662090007628,2.42524790236461,1.18530960505946,4.66819221967963,0,7.24065598779558,0,0.558191535776614,0.62587260034904,0,2.64111365369947,5.92868039664378,1.86651411136537,71.2270333333333,112.680666666667,93.3715666666667
"87","Ekpe Udoh",2015,981084,2014,63065000,0.0155567113295806,2015,"PF/C",22.8,82,237,88,"Big","NR",0.0909090909090909,"C","Baylor",1,36,364,26,162,15.23,0.176916903771795,0.158678047712847,0.805555555555556,3.69444444444444,1.08394033992369,4.5,0.722222222222222,10.1111111111111,0.269230769230769,0.505494505494505,0.415384615384615,0.0666666666666667,3.58333333333333,6.16666666666667,2.41666666666667,64.5365,119.237,94.287
"88","Elliot Williams",2015,53838,2014,63065000,0.000853690636644732,2015,"SG",20.7,76,175,79,"Wing","Top25",0.025,"G","Memphis",1,34,224,164,256,17.6658823529412,0.213106020245072,0.166489078316462,1.32352941176471,0.117647058823529,1.21844039629275,7.52941176470588,4.82352941176471,6.58823529411765,0.365853658536585,0.526785714285714,0.65979381443299,0.422680412371134,0.735294117647059,3.23529411764706,2.02941176470588,65.2208,115.324,100.084
"90","Emeka Okafor",2014,14487500,2013,58679000,0.246894118850014,2014,"C",21.4,82,257,88,"Big","Top100",1,"C","Connecticut",2,69,417.666666666667,0,191,16.6208754208754,0.0505877001752413,0.139344234992197,0.95959595959596,4.2979797979798,1.19167725218748,5.42087542087542,0,11.9225589225589,0,0.592433399953446,0.453193350831146,0,3.81818181818182,7.6043771043771,2.56397306397306,69.1851333333333,115.742666666667,90.3654666666667
"92","Eric Bledsoe",2015,12173913,2014,63065000,0.193037548561008,2015,"PG/SG",20.2,73,192,79,"PG","Top75",0.9375,"G","Kentucky",1,37,184,128,123,12.9221621621622,0.223793189994144,0.234250815694805,1.40540540540541,0.324324324324324,1.14443351906479,3.32432432432432,3.45945945945946,4.97297297297297,0.3828125,0.516304347826087,0.394230769230769,0.41025641025641,0.513513513513513,2.56756756756757,2.21621621621622,68.2699,114.882,88.3421
"93","Eric Gordon",2013,13668750,2012,58044000,0.23548945627455,2013,"SG",19.2,75,222,81,"Wing","Top25",0.975,"G","Indiana",1,32,217,208,277,20.68375,0.117846135251103,0.173747507100985,1.3125,0.625,1.22330310122879,8.65625,6.5,6.78125,0.336538461538462,0.525345622119816,0.651764705882353,0.489411764705882,0.71875,2.53125,2.15625,66.2095,114.56,96.1346
"94","Evan Turner",2015,3278000,2014,63065000,0.0519781178149528,2015,"SG/SF",21.3,79,214,80,"Wing","Top75",0.260869565217391,"G","Ohio State",3,101,347.833333333333,47.3333333333333,182.666666666667,18.6056336688595,0.253679183365154,0.209951088073146,1.66853803950578,0.809925761538665,1.17183190068357,5.65800110961401,1.45043283752961,10.8443678282388,0.384040404040404,0.526822987273248,0.466921404587641,0.131445409110725,1.71430521430521,5.96871504936021,2.77230015939693,63.8161666666667,114.898166666667,93.9891166666667
"95","Festus Ezeli",2017,7400000,2016,94143000,0.0786038260943458,2017,"C",22.4,83,264,89,"Big","NR",0.34,"C","Vanderbilt",4,121,168.6,0,137.7,9.43493419410204,0.0203340710047515,0.200913748568815,0.396994460914339,1.92108265720081,1.15790551105684,4.60274906381651,0,5.62722928694024,0,0.55557772275282,0.793554219235153,0,2.07613317210173,3.06518177562802,2.81668552036199,66.00695,114.7265,96.65829
"96","Francisco Garcia",2011,5500000,2010,58044000,0.0947557025704638,2011,"SG",23.2,79,190,82,"Wing","Top75",0.575,"F","Louisville",3,98,199.333333333333,172.666666666667,140.666666666667,15.4906845238095,0.245563516354386,0.16504554409989,1.62014411027569,1.39755639097744,1.18053214396851,4.17931547619048,5.15531015037594,5.92716165413534,0.362218546443043,0.515379958121894,0.368629404235794,0.467788193492908,1.16055764411028,2.91987781954887,2.74945175438596,67.7136166666667,114.3945,90.90195
"97","George Hill",2013,8000000,2012,58044000,0.137826476466129,2013,"PG/SG",21.8,74,181,81,"PG","NR",0.625,"G","IUPUI",3,90,271.333333333333,79.6666666666667,212.833333333333,17.1637859195402,0.216371939520455,0.154897873612152,1.68947557471264,0.34680316091954,1.29082940321518,6.94306752873563,2.57094109195402,8.87948994252874,0.400064759848894,0.566672657509839,0.593819128262101,0.223201480481363,1.8288433908046,4.28753591954023,2.77568247126437,61.2052166666667,111.6495,105.995333333333
"98","Gordon Hayward",2015,14746000,2014,63065000,0.233822246888131,2015,"SF",19.9,80,211,79,"Wing","NR",0.818181818181818,"F","Butler",2,69,177.666666666667,158,185.333333333333,13.8038513513513,0.131716926507171,0.150398259668814,1.22072072072072,0.853040540540541,1.2584009016336,5.18355855855856,4.48704954954955,4.95242117117117,0.345183982683983,0.568821025843535,0.544424243046782,0.482649053787077,1.77646396396396,5.87528153153153,2.07207207207207,62.9565666666667,110.756,90.5284
"99","Gorgui Dieng",2018,14112360,2017,99093000,0.142415306832975,2018,"C",23.1,83,230,87,"Big","Top75",0.56,"C","Louisville",3,102,226.5,0.833333333333333,100.666666666667,9.46757784743992,0.150913502342658,0.180417974905644,1.13304597701149,2.64608150470219,1.15084790552294,2.89582027168234,0.0224137931034483,6.45522466039707,0.166666666666667,0.546252034014038,0.448538900712814,0.00393061045234958,3.16671891327064,5.29088296760711,2.74994775339603,66.0924,112.8155,85.7574666666667
"100","Greg Monroe",2017,17100000,2016,94143000,0.181638571109907,2017,"PF/C",19.7,83,247,86,"Big","Top25",0.818181818181818,"C","Georgetown",2,65,320,20,189.333333333333,15.7740417457306,0.211894101683012,0.192086728285612,1.43643263757116,1.50347881087919,1.18191690835205,5.71094244149273,0.59392789373814,9.64326375711575,0.283950617283951,0.555751442439784,0.561904761904762,0.0547532467532467,2.11764705882353,6.49652118912081,2.53383934218849,64.7325,114.924666666667,94.1756333333333
"101","Greg Oden",2012,1500000,2011,58044000,0.0258424643373992,2012,"C",19.1,84,257,88,"Big","Top25",0.12,"C","Ohio State",1,32,307,0,196,14.28875,0.0459277403551745,0.139970256320532,0.5625,3.28125,1.27403112602991,6.125,0,9.59375,0,0.615635179153095,0.638436482084691,0,3.53125,6.03125,2.71875,64.8543,120.981,91.6524
"102","Greivis Vasquez",2015,6400000,2014,63065000,0.101482597320225,2015,"PG",23.1,78,211,79,"PG","Top100",0.557692307692308,"G","Maryland",4,136,295.9,188.6,141.6,19.4732979882862,0.304701299384776,0.174102590594232,1.48996434937611,0.324530175706646,1.08417188045072,4.18983447924624,5.56458365164247,8.73267379679144,0.335238203833693,0.482376749943817,0.29726180601928,0.39028407549776,1.03657244716068,3.90267888973771,2.17896867838044,68.50569,112.9703,95.31593
"103","Hakim Warrick",2010,3000000,2009,57700000,0.0519930675909879,2010,"PF",22.6,80,215,86,"Big","NR",0.3,"F","Syracuse",3,100,418.666666666667,17.6666666666667,268.333333333333,19.4826229330442,0.0970553058690478,0.140997034433358,1.03045540796964,0.982926719074727,1.17801445760941,8.10045179362067,0.525160386735339,12.6689572603235,0.145161290322581,0.546409795359601,0.610370811983715,0.0386159539385346,3.14592030360531,5.45210987620855,2.51260955995301,66.6664666666667,114.575666666667,94.7602833333333
"104","Harrison Barnes",2017,22116750,2016,94143000,0.234927185239476,2017,"SF",19.7,80,228,83,"Wing","Top25",0.909090909090909,"F","North Carolina",2,75,356.666666666667,156.333333333333,171.333333333333,17.5615173067805,0.070439268180429,0.110952446029856,0.962541488857278,0.372214319582741,1.06124369736758,4.53816974869606,4.16026552868658,9.45756282598388,0.352972736914343,0.46923289183223,0.332685814181313,0.306088611000617,1.97392128971076,3.4457088667615,1.841631104789,70.778,114.652666666667,90.2987333333333
"105","Hasheem Thabeet",2014,1200000,2013,58679000,0.0204502462550487,2014,"C",22,86,275,90,"Big","Top75",0.1,"C","Connecticut",3,100,222.166666666667,0,181.5,10.5331932225481,0.0408631281638784,0.174580611105039,0.428722710980775,4.23036819811013,1.28391441744669,5.26979472140763,0,6.42073965461062,0,0.613488587327698,0.837757132612158,0,3.22486966438579,5.860174323884,2.55954708374063,67.33445,113.735,90.51595
"106","Hassan Whiteside",2017,22116750,2016,94143000,0.234927185239476,2017,"C",20.7,83,227,91,"Big","NR",0.9,"C","Marshall",1,34,314,5,187,13.6847058823529,0.0214924346629986,0.137551581843191,0.558823529411765,5.35294117647059,1.11393540669856,5.5,0.147058823529412,9.23529411764706,0.6,0.522292993630573,0.586206896551724,0.0156739811912226,2.70588235294118,6.20588235294118,2.41176470588235,68.4855,110.097,99.918
"107","Hilton Armstrong",2011,992680,2010,58044000,0.0171021983322996,2011,"PF/C",21.3,82,240,88,"Big","NR",0.227272727272727,"C","Connecticut",4,131,119.7,1,84.5,6.19802016806723,0.104494332802607,0.22809919409321,0.39063025210084,1.83096638655462,1.14818209672323,2.55470588235294,0.0292436974789916,3.61507352941177,0.2,0.555578958664402,0.707482222228813,0.00724871134020618,1.45625,3.07382352941176,2.22079306722689,69.41098,115.468,91.09916
"108","Ike Diogu",2011,608772,2010,58044000,0.0104881124664048,2011,"PF",21.5,80,255,87,"Big","Top75",0.0166666666666667,"F","Arizona State",3,91,330.166666666667,38.8333333333333,295.666666666667,19.9946604938272,0.066884505710385,0.17451117646814,0.48341049382716,1.91358024691358,1.33774547492141,9.81442901234568,1.28491512345679,10.8983410493827,0.388626126126126,0.58575777468244,0.803290669553446,0.104649722167094,3.46527777777778,5.68190586419753,2.81712962962963,68.2593166666667,110.395166666667,102.0572
"109","Iman Shumpert",2016,9000000,2015,7e+07,0.128571428571429,2016,"PG/SG",20.7,77,222,79,"PG","Top25",0.5625,"G","Georgia Tech",3,92,223.666666666667,129.5,134.333333333333,16.2149103942652,0.251298116267985,0.182656460758045,2.3594982078853,0.184587813620072,1.01968108395424,4.36021505376344,4.21720430107527,7.27204301075269,0.302471540492577,0.450281624943606,0.373846471645145,0.372932801957989,1.27311827956989,3.52903225806452,2.63763440860215,68.37175,104.2685,93.9497666666667
"110","Isaiah Canaan",2018,200000,2017,99093000,0.0020183060357442,2018,"PG",21.8,72,188,76,"PG","NR",0.0769230769230769,"G","Murray State",4,132,191.6,206.1,164.1,17.322669599218,0.196916214331445,0.15493112163929,1.31415363310525,0.0913224991854024,1.21800085194947,5.11607404692082,6.44307592049527,5.98824739328772,0.413545523379345,0.479420382900427,0.419974136901091,0.518010946434304,0.617699169110459,2.44426930596285,1.81164467253177,64.50149,106.7166,98.65992
"112","Isaiah Thomas",2016,6912869,2015,7e+07,0.0987552714285714,2016,"PG",22.1,70,186,73,"PG","NR",0.519230769230769,"G","Washington",3,105,257.5,174.666666666667,210.5,17.7081904761905,0.256143355709839,0.153344078197327,1.2047619047619,0.0666666666666667,1.10816141066553,6.01428571428572,4.99047619047619,7.35714285714286,0.331803789280779,0.49710583749138,0.487343712446217,0.403674424116421,0.676190476190476,2.89047619047619,2.02380952380952,70.8705333333333,114.929333333333,94.3401833333333
"113","J.J. Hickson",2013,4000000,2012,58044000,0.0689132382330646,2013,"PF",19.5,81,242,84,"Big","Top25",0.433333333333333,"F","North Carolina State",1,31,275,1,195,14.3483870967742,0.0696942446043165,0.18660071942446,0.709677419354839,1.51612903225806,1.26589275843007,6.29032258064516,0.032258064516129,8.87096774193548,0,0.592727272727273,0.706521739130435,0.0036231884057971,2.58064516129032,5.87096774193548,1.93548387096774,62.728,107.569,101.915
"114","J.J. Redick",2011,7250000,2010,58044000,0.12490524429743,2011,"SG",21.7,77,190,75,"Wing","Top25",0.675,"G","Duke",4,139,225.8,297.4,206.2,19.8181654381654,0.119311143281948,0.116769440366565,1.15705705705706,0.0626808626808627,1.24863230177484,5.89161889161889,8.50974610974611,6.42863772863773,0.408470582313264,0.470784264448575,0.390378162036809,0.579815200280212,0.403166803166803,2.23461643461643,1.53071253071253,69.01259,118.1422,90.06431
"115","Jae Crowder",2017,6286408,2016,94143000,0.0667750974581222,2017,"SF",21.6,78,241,81,"Wing","NR",0.409090909090909,"F","Marquette",2,72,242.333333333333,157,149.666666666667,14.2032741312741,0.135319138719321,0.0775404005577288,2.10862290862291,0.954954954954955,1.18749536926083,4.21184041184041,4.42548262548263,6.81621621621622,0.349413298565841,0.58655237602606,0.375518282959044,0.390274103675353,2.08108108108108,5.78018018018018,2.53719433719434,68.7654666666667,112.807666666667,93.2791
"116","James Anderson",2016,1015421,2015,7e+07,0.0145060142857143,2016,"SG/SF",20.9,78,208,80,"Wing","Top50",0.0869565217391304,"G","Oklahoma State",3,101,241.666666666667,206.666666666667,201.166666666667,18.1431688311688,0.0990966989922631,0.12089003909327,1.20923520923521,0.612409812409812,1.21409658822369,6.0012987012987,6.14372294372294,7.19163059163059,0.369517754780538,0.539938854948198,0.438564252918093,0.464618459372779,1.97633477633478,3.43968253968254,2.34992784992785,66.9325833333333,113.079666666667,96.8117833333333
"118","James Ennis",2018,3028410,2017,99093000,0.0305612909085405,2018,"SF",22.7,79,201,83,"Wing","NR",0.227272727272727,"G","Long Beach State",2,67,182,143.666666666667,130.666666666667,14.2057991681521,0.172363850188484,0.189971631197055,1.70112893642305,1.12358882947118,1.24452552119436,3.93285799168152,4.31699346405229,5.48187759952466,0.354626403406891,0.610407066052227,0.398998298636998,0.451197644854811,1.72489601901367,4.12210338680927,2.35828877005348,65.9261666666667,107.710666666667,102.2056
"119","James Harden",2015,14728844,2014,63065000,0.23355021010069,2015,"SG",19.5,77,222,82,"Wing","Top25",0.925,"G","Arizona State",2,69,280.666666666667,144.666666666667,254.666666666667,18.6058823529412,0.208771966093485,0.167226132296248,1.83949579831933,0.395798319327731,1.25080517561724,7.33893557422969,4.16358543417367,8.09299719887955,0.373021283041733,0.567928419139492,0.598946934373711,0.33718717289942,1.34565826330532,4.12352941176471,2.59159663865546,59.7721666666667,115.559666666667,95.6668666666667
"127","James Johnson",2015,2500000,2014,63065000,0.039641639578213,2015,"SF/PF",22,80,257,84,"Wing","Top50",0.391304347826087,"F","Wake Forest",2,61,263,79.3333333333333,105.666666666667,15.1404157706093,0.11574714138204,0.162284463626171,1.40179211469534,1.47670250896057,1.1727918996977,3.45125448028674,2.59498207885305,8.56881720430107,0.305893719806763,0.5898306121201,0.309009590160409,0.232245301681503,2.73225806451613,5.65627240143369,2.99032258064516,71.4960333333333,110.305333333333,94.1119
"132","James Jones",2010,4320000,2009,57700000,0.0748700173310225,2010,"SF/PF",22.4,81,218,86,"Wing","NR",0.782608695652174,"F","Miami (FL)",1,28,251,100,142,17.2314285714286,0.101558613828552,0.143011109268778,1.57142857142857,1.78571428571429,1.14153042468801,5.07142857142857,3.57142857142857,8.96428571428571,0.4,0.466135458167331,0.404558404558405,0.284900284900285,1.85714285714286,4.17857142857143,2.71428571428571,65.828,103.277,97.1737
"133","Jared Dudley",2014,4250000,2013,58679000,0.0724279554866307,2014,"SF/PF",21.6,79,219,79,"Wing","NR",0.739130434782609,"F","Boston College",4,130,267.8,87.1,201.8,15.9630509803922,0.193441112182125,0.135270835762518,1.35774509803922,0.303529411764706,1.23552016898609,6.2571568627451,2.7243137254902,8.32676470588235,0.380837490243985,0.561257615907085,0.567736840026958,0.245232315543656,2.86372549019608,4.58970588235294,1.92754901960784,63.38233,116.1551,98.88907
"134","Jarrett Jack",2010,4500000,2009,57700000,0.0779896013864818,2010,"PG",21.3,75,198,79,"PG","Top50",0.480769230769231,"G","Georgia Tech",3,101,207.333333333333,93.6666666666667,154.666666666667,14.2216387238257,0.367579016381421,0.234113180131397,1.82956635540464,0.106863681380872,1.22893788479019,4.53736912846633,2.78091397849462,6.13809599603848,0.373639226270805,0.533462929904931,0.516160162938687,0.309538473984486,0.393313172043011,4.24276669496321,1.91449136955291,68.8510666666667,110.624,90.4069833333333
