"","player","season_end","salary","season_start","Salary.Cap","Per.Cap","fifth","Pos.x","Age","HT","WT","WS","Pos2","RSCI","percentile","Pos.y","School","Numb","G","X2PA","X3PA","FTA","Poss","Ast.Pos","Tov.Pos","Stl.G","Blk.G","TS","FTA.G","Three.G","Two.G","Three.Per","Two.Per","FTA.FGA","Three.FGA","OR.G","DR.G","PF.G","adjTempo","adjOE","adjDE"
"135","Jarvis Hayes",2008,1200000,2007,55630000,0.0215710947330577,2008,"SF",21.6,79,220,82,"Wing","NR",0.181818181818182,"F","Georgia",1,27,241,127,88,16.4711111111111,0.121424716675661,0.0854470228458356,1.14814814814815,0.444444444444444,1.21213611329662,3.25925925925926,4.7037037037037,8.92592592592593,0.425196850393701,0.54356846473029,0.239130434782609,0.345108695652174,1.25925925925926,3.14814814814815,2.37037037037037,67.122,120.855,99.9263
"136","Jason Kapono",2010,6212960,2009,57700000,0.107676949740035,2010,"SF",22.1,80,215,78,"Wing","NR",0.5,"F","UCLA",1,29,213,161,92,16.3958620689655,0.124085135021452,0.128291410784891,0.586206896551724,0,1.17496622273692,3.17241379310345,5.55172413793103,7.3448275862069,0.397515527950311,0.502347417840376,0.245989304812834,0.43048128342246,1.79310344827586,3.41379310344828,2.24137931034483,69.3313,107.184,101.725
"137","Jason Maxiell",2010,5000000,2009,57700000,0.0866551126516465,2010,"PF",22,78,258,87,"Big","Top50",0.6,"F","Cincinnati",3,94,297.666666666667,3,221.5,14.1909861546499,0.0671242785023808,0.123914584370251,0.793462643678161,2.29826280041797,1.137719598284,6.86157915360502,0.091921368861024,9.31716954022989,0.2,0.51433845806726,0.734979797919095,0.00994934956711258,3.02200888192267,4.25966562173459,2.51469435736677,67.3111666666667,112.429333333333,92.5791833333333
"138","Jason Smith",2013,2500000,2012,58044000,0.0430707738956654,2013,"PF/C",21,83,233,82,"Big","NR",0.363636363636364,"F","Colorado State",3,87,289.5,7.16666666666667,177.833333333333,15.7768155500414,0.129131360229565,0.204046498478916,0.552233250620347,1.7237799834574,1.2403536981388,5.94230769230769,0.24520264681555,9.67936311000827,0.193181818181818,0.561600754254427,0.596483833982778,0.0263784903179437,2.73858560794045,5.74330024813896,3.22113316790736,67.7534833333333,107.294833333333,102.8
"139","Jason Thompson",2013,5250000,2012,58044000,0.0904486251808972,2013,"C",21.6,83,250,86,"Big","NR",0.38,"C","Rider",4,122,378.7,27,208.6,18.5661863237051,0.118227568464093,0.151972100536225,0.893887834703774,2.17119755429053,1.16378095726954,6.64536017991426,0.855125448028674,11.9764705882353,0.300973536267654,0.550381097116468,0.516921692694469,0.0686779249460554,3.09261016234451,7.18454424063532,3.05727106613255,67.93619,104.832,106.978
"141","JaVale McGee",2013,10000000,2012,58044000,0.172283095582661,2013,"C",20.1,84,241,90,"Big","NR",0.68,"F","Nevada",2,66,234,29,105.333333333333,11.2428282828283,0.0354166429607477,0.179360842313879,0.585858585858586,2.16161616161616,1.14155497277282,3.19191919191919,0.878787878787879,7.09090909090909,0.444444444444444,0.569444444444445,0.414416433239963,0.0917647058823529,1.98989898989899,3.62626262626263,2.19191919191919,66.8946666666667,111.418666666667,101.662
"142","Jeff Green",2014,8965000,2013,58679000,0.152780381397093,2014,"SF/PF",20.5,81,228,85,"Wing","NR",0.91304347826087,"F","Georgetown",3,102,257.833333333333,88.6666666666667,130.5,14.1144157794158,0.223692035607893,0.179760833550161,0.879995051870052,1.17514673764674,1.14621149216646,3.76628617253617,2.53909022659023,7.38112117799618,0.359239130434783,0.533682232372189,0.382270569611828,0.255553498553737,1.97783152470652,4.49734251296751,2.42458794021294,58.8332833333333,118.532833333333,95.1232333333333
"143","Jeff Teague",2014,8000000,2013,58679000,0.136334975033658,2014,"PG",20.7,73,175,79,"PG","Top75",0.692307692307692,"G","Wake Forest",2,61,256,95,193.333333333333,17.2815340501792,0.18322696483953,0.17770932013488,1.8584229390681,0.596774193548387,1.20433075327147,6.28745519713262,3.09354838709677,8.3405017921147,0.425804889857177,0.48384785302516,0.545728210595043,0.270105129960739,0.500358422939068,2.60430107526882,2.24014336917563,71.4960333333333,110.305333333333,94.1119
"144","Jeremy Evans",2015,1794871,2014,63065000,0.0284606517085547,2015,"PF",22.3,81,190,84,"Big","NR",0.166666666666667,"F","Western Kentucky",4,134,172.7,9,76.7,7.39352941176471,0.0768462692595608,0.14279908905717,0.668198529411765,1.75514705882353,1.3385971483541,2.26930147058824,0.264889705882353,5.10404411764706,0.284210526315789,0.656827639733633,0.424530097795186,0.0547234476591948,2.50275735294118,3.58658088235294,2.54834558823529,65.94836,109.2956,101.66706
"145","Jeremy Lamb",2017,6511628,2016,94143000,0.0691674155274423,2017,"SG",19.7,77,179,83,"Wing","Top100",0.425,"G","Connecticut",2,75,245,182.333333333333,100.333333333333,14.95368723099,0.115895194528789,0.117159162599111,1.10808225729316,0.615016738402678,1.17339566935165,2.85222381635581,5.15351506456241,6.78909612625538,0.346995260663507,0.582610276496934,0.230264552757427,0.421246672477561,1.03395504543281,3.70875179340029,1.63797226207556,63.5023666666667,112.843333333333,95.1774333333333
"146","Jerryd Bayless",2013,3000000,2012,58044000,0.0516849286747984,2013,"PG/SG",19.5,75,204,75,"PG","Top25",0.1875,"G","Arizona",1,30,233,145,223,18.8373333333333,0.214113816534541,0.157488674971687,0.966666666666667,0.1,1.24338402083508,7.43333333333333,4.83333333333333,7.76666666666667,0.406896551724138,0.489270386266094,0.58994708994709,0.383597883597884,0.433333333333333,2.3,2.2,63.521,116.424,97.2851
"147","Jimmy Butler",2017,17552209,2016,94143000,0.186441997811839,2017,"SF",21.5,80,222,79,"Wing","NR",0.659090909090909,"G","Marquette",3,106,261.5,40.3333333333333,220,12.3142578544931,0.157690276774248,0.0967658216808133,1.23834506775683,0.457748504807328,1.23634104566454,6.16873343932167,1.11655689302748,7.29042319630555,0.339080459770115,0.524850464958624,0.780108278090275,0.120378540128772,2.37728064198652,3.4380498145204,1.64311454311454,65.1268,115.619833333333,96.4956833333333
"148","Joakim Noah",2012,12000000,2011,58044000,0.206739714699194,2012,"PF/C",22,84,223,85,"Big","Top75",1,"C","Florida",3,108,259,0.833333333333333,175.5,10.6423905098733,0.175026550647062,0.186206030213581,0.973051134689066,1.82116121426466,1.29578461866782,4.51284630120837,0.0210470085470085,6.63841732979664,0.5,0.612578064440642,0.70267698231085,0.00278958265228288,2.13942676097848,4.86293471853817,2.10731653404067,66.0916833333333,120.097666666667,91.2787833333333
"149","Jodie Meeks",2014,1550000,2013,58679000,0.0264149014127712,2014,"SG",21.5,76,211,76,"Wing","Top75",0.225,"G","Kentucky",2,70,222,232.333333333333,178.666666666667,17.1139433551198,0.112016135730751,0.128351807553996,1.20261437908497,0.112200435729848,1.23127454645918,5,6.51960784313725,6.2244008714597,0.392045454545455,0.507996406109614,0.374501044445823,0.515708051539782,0.636165577342048,2.56427015250545,1.70915032679739,66.3188,110.877333333333,93.8862
"150","Joey Dorsey",2016,1015421,2015,7e+07,0.0145060142857143,2016,"PF",24.2,79,265,85,"Big","NR",0.1,"F","Memphis",4,149,171.4,0,123.7,7.34830725462304,0.0748527340403849,0.17768525329332,1.15860597439545,1.90867709815078,1.17422730350328,3.30938833570413,0,4.58492176386913,0,0.623758919051374,0.720353561954281,0,3.59431009957326,5.13243243243243,3.03172119487909,68.5988,115.2455,89.27147
"151","Joey Graham",2010,884881,2009,57700000,0.0153358925476603,2010,"SF",22.7,78,217,80,"Wing","NR",0.113636363636364,"F","Oklahoma State",2,68,306,46.3333333333333,154.666666666667,15.0221645021645,0.113616513438386,0.166285906593874,0.825108225108225,0.158152958152958,1.27058961277478,4.62337662337662,1.38730158730159,9.11803751803752,0.4760710553814,0.554247990815155,0.43398310591293,0.129038927284541,1.65165945165945,4.21240981240981,3.08917748917749,65.7536666666667,120.301,94.4949666666667
"152","John Henson",2017,12517606,2016,94143000,0.132963746640749,2017,"PF",21.2,82,216,89,"Big","Top25",0.783333333333333,"F","North Carolina",3,109,351.5,5,126.666666666667,13.034157014157,0.0846406185985975,0.123257319500523,0.605534105534106,2.76718146718147,1.01479544239542,3.52767052767053,0.135135135135135,9.81660231660232,0.0925925925925926,0.504418434611738,0.360974178316855,0.0220690911298646,2.62277992277992,6.45675675675676,1.54697554697555,70.69685,113.203666666667,90.8574
"153","John Jenkins",2017,469841,2016,94143000,0.00499071625080994,2017,"SG",21,76,212,80,"Wing","Top50",0.1,"F","Vanderbilt",3,98,145.833333333333,259,140.166666666667,15.3693986175115,0.0782441795120411,0.093430929031978,0.739554531490015,0.298607910906298,1.31129975044107,4.18537826420891,7.71030145929339,4.36649385560676,0.436263465667926,0.525377420044323,0.34052485392697,0.63825261405823,0.448665514592934,2.35474270353303,1.25188172043011,65.8645666666667,115.621166666667,96.4718333333333
"154","John Wall",2015,14746000,2014,63065000,0.233822246888131,2015,"PG",19.5,76,196,81,"PG","Top25",0.903846153846154,"G","Kentucky",1,37,324,114,232,18.6237837837838,0.349741684564927,0.216230336100308,1.78378378378378,0.513513513513513,1.14057176714561,6.27027027027027,3.08108108108108,8.75675675675676,0.324561403508772,0.509259259259259,0.529680365296804,0.26027397260274,0.810810810810811,3.48648648648649,1.94594594594595,68.2699,114.882,88.3421
"155","Jon Leuer",2017,10991957,2016,94143000,0.116758091414125,2017,"PF",21.8,83,223,84,"Big","Top100",0.733333333333333,"F","Wisconsin",4,123,245.8,85.6,99.6,13.5164721479501,0.101028023869223,0.103829016831292,0.478030303030303,0.883528297682709,1.13124650532378,3.29020164884136,2.70116978609626,8.10315285204991,0.370749615240384,0.520359776733957,0.315362853614132,0.25148207466992,1.44019050802139,4.0800635026738,1.92061051693405,58.42454,117.5038,93.90657
"156","Jordan Crawford",2018,250000,2017,99093000,0.00252288254468025,2018,"SG",21.3,76,198,77,"Wing","NR",0.075,"G","Xavier",1,35,361,202,154,20.4502857142857,0.141108751536828,0.118754889907231,1.34285714285714,0.2,1.13830934111231,4.4,5.77142857142857,10.3142857142857,0.391089108910891,0.501385041551247,0.273534635879218,0.358792184724689,0.971428571428571,3.77142857142857,1.62857142857143,68.9434,115.462,94.592
"158","Jordan Farmar",2011,3750000,2010,58044000,0.064606160843498,2011,"PG",19.2,74,171,75,"PG","Top25",0.384615384615385,"G","UCLA",2,66,217.333333333333,160,130,16.349835352594,0.315974992707743,0.228359910235781,1.21000310655483,0.196644920782852,1.0605091987006,3.85150667909289,4.57781919850885,6.34607020813917,0.333333333333333,0.465451507556771,0.356838443139813,0.416438356164384,0.585274930102516,2.28735632183908,2.0201926063995,64.1025666666667,111.048333333333,91.8710333333333
"159","Jordan Hamilton",2016,119462,2015,7e+07,0.0017066,2016,"SF",20.4,80,228,81,"Wing","Top25",0.0227272727272727,"G","Texas",2,70,259,209,102.666666666667,16.3202614379085,0.118642790012246,0.116953804064998,0.838779956427015,0.543572984749455,1.08493956974361,2.88671023965142,5.8921568627451,7.27124183006536,0.378003547814869,0.474419019581605,0.218454106280193,0.459275362318841,1.66666666666667,4.6797385620915,1.60675381263617,67.4952333333333,114.951,90.7431
"161","Jordan Hill",2014,3563600,2013,58679000,0.0607304146287428,2014,"PF",21.6,82,232,85,"Big","NR",0.366666666666667,"F","Arizona",3,97,348.333333333333,0,137.333333333333,14.368093306288,0.0639373842911467,0.158903773547967,0.642325895875592,1.55138607167005,1.20385193936148,4.0789384719405,0,10.3203177822853,0,0.583780488470521,0.413526672456741,0,3.19083840432725,5.64908722109533,2.82251521298174,65.0000833333333,117.591333333333,99.9955333333333
"164","Josh Childress",2012,6000000,2011,58044000,0.103369857349597,2012,"SF",20.7,79,196,83,"Wing","Top25",0.477272727272727,"F","Stanford",2,56,195,105.333333333333,101.333333333333,15.1851032059728,0.163179887700623,0.140676705190892,0.97364953886693,1.53711023276241,1.16187200888865,3.90513833992095,3.94729907773386,7.38471673254282,0.374677002583979,0.517785427423982,0.346035943980285,0.347859189357056,2.01273605621432,5.68862538427756,2.30259112867809,64.8973,111.165333333333,91.2970333333333
"165","Josh Howard",2010,10890000,2009,57700000,0.188734835355286,2010,"SF",22.8,78,202,86,"Wing","NR",0.704545454545455,"F","Wake Forest",1,31,286,142,174,18.9212903225806,0.100586470267321,0.139798145117294,2.06451612903226,1.54838709677419,1.20104645631838,5.61290322580645,4.58064516129032,9.2258064516129,0.373239436619718,0.527972027972028,0.406542056074766,0.331775700934579,3.29032258064516,5,2.87096774193548,67.7101,114.475,94.6045
"166","Josh McRoberts",2012,3000000,2011,58044000,0.0516849286747984,2012,"PF/C",20,82,240,85,"Big","Top25",0.409090909090909,"F","Duke",2,69,261.666666666667,19.6666666666667,136,12.2240740740741,0.221770628121088,0.171387787709484,1.16750841750842,2.08249158249158,1.16417674067273,4.02356902356902,0.585016835016835,7.78030303030303,0.273132664437012,0.55584051937754,0.501164225548581,0.0696979451687322,1.95875420875421,5.04377104377104,2.66750841750842,66.2622666666667,115.273,90.5592666666667
"167","Josh Smith",2009,10000000,2008,58680000,0.170415814587594,2009,"PF",18.2,80,221,84,"Big","Top25",0.866666666666667,"F","Clemson",3,87,37.1666666666667,5.5,17.8333333333333,2.21683429831817,0.0483499978400534,0.210491790934897,0.163303005238489,0.13631100082713,0.931871805448718,0.594003308519438,0.211538461538462,1.27994210090984,0.136363636363636,0.427627482555019,0.375751633986928,0.161764705882353,0.732837055417701,1.4050041356493,0.951571546732837,62.1756,109.311333333333,97.2932333333333
"168","Jrue Holiday",2014,9213484,2013,58679000,0.157015013889126,2014,"PG/SG",18.7,76,199,79,"PG","Top25",0.75,"G","UCLA",1,35,161,88,62,10.0365714285714,0.367228421771806,0.213504896378957,1.57142857142857,0.514285714285714,1.07137686405096,1.77142857142857,2.51428571428571,4.6,0.306818181818182,0.527950310559006,0.248995983935743,0.353413654618474,1.25714285714286,2.51428571428571,2.14285714285714,65.3047,119.508,95.5772
"169","Kawhi Leonard",2016,16500000,2015,7e+07,0.235714285714286,2016,"SF",19.7,79,227,87,"Wing","Top50",0.931818181818182,"F","San Diego State",2,70,355,83.3333333333333,135.666666666667,16.2232244008715,0.142582942379736,0.134423188506074,1.40522875816993,0.624183006535948,1.03574110184288,3.8322440087146,2.35729847494553,10.0174291938998,0.262174517988472,0.492982094712611,0.310358086998318,0.191934631098294,3.22222222222222,7.10893246187364,2.48148148148148,62.5639333333333,113.227333333333,91.0439666666667
"170","Keith Bogans",2010,1033342,2009,57700000,0.0179088734835355,2010,"SG",22.8,77,210,81,"Wing","NR",0.2,"G","Kentucky",1,36,216,209,130,15.5611111111111,0.174937522313459,0.139235987147447,1.16666666666667,0.111111111111111,1.16963915387806,3.61111111111111,5.80555555555556,6,0.382775119617225,0.527777777777778,0.305882352941176,0.491764705882353,1.13888888888889,2.69444444444444,1.66666666666667,67.6754,116.539,87.3578
"171","Kelly Olynyk",2018,10607169,2017,99093000,0.107042566074294,2018,"C",21.9,84,234,81,"Big","NR",0.44,"F","Gonzaga",3,101,203.333333333333,27,115.5,10.3138546918768,0.129848767048287,0.172703536359642,0.546271008403361,0.634628851540616,1.29123782588091,3.53426120448179,0.814128151260504,6.23858543417367,0.335185185185185,0.626492584213172,0.504180578800268,0.144239335881231,1.77413340336134,3.6202906162465,2.00119047619048,64.9231,116.348333333333,94.2676833333333
"172","Kenneth Faried",2016,11235955,2015,7e+07,0.160513642857143,2016,"PF",21.3,79,225,84,"Big","NR",0.833333333333333,"F","Morehead State",4,136,361.6,2.5,214.1,15.542019047619,0.0585434497443181,0.152633320245642,1.7468253968254,1.96920634920635,1.19503482560323,6.12904761904762,0.0720634920634921,10.3973015873016,0.155,0.583228688616377,0.579531665275023,0.0070598745380829,4.74095238095238,8.37666666666667,3.09222222222222,64.08345,103.72162,99.93055
"173","Kentavious Caldwell-Pope",2018,17745894,2017,99093000,0.179083224849384,2018,"SG",20,78,204,80,"Wing","Top25",0.85,"G","Georgia",2,64,193.333333333333,221.333333333333,139.666666666667,16.5870833333333,0.0958317234276417,0.101406372958455,1.95833333333333,0.46875,1.11639599631448,4.36458333333333,6.91666666666667,6.04166666666667,0.350134994807892,0.502295552367288,0.332328003875969,0.534601098191214,1.23958333333333,5.19791666666667,2.17708333333333,61.0939333333333,102.852666666667,97.3501666666667
"174","Kevin Durant",2012,15506632,2011,58044000,0.267153056302116,2012,"SF/PF",18.4,82,215,88,"Wing","Top25",1,"F","Texas",1,35,444,203,256,24.5325714285714,0.05357309233206,0.115298611758129,1.88571428571429,1.91428571428571,1.18872097309252,7.31428571428571,5.8,12.6857142857143,0.403940886699507,0.504504504504504,0.395672333848532,0.313755795981453,3.02857142857143,8.11428571428571,2.02857142857143,67.6046,119.512,100.274
"175","Kevin Love",2013,13668750,2012,58044000,0.23548945627455,2013,"PF",19.5,81,255,83,"Big","Top25",0.983333333333333,"C","UCLA",1,39,324,82,258,15.3210256410256,0.125518811085821,0.130539563529254,0.692307692307692,1.43589743589744,1.31082537727133,6.61538461538461,2.1025641025641,8.30769230769231,0.353658536585366,0.611111111111111,0.635467980295567,0.201970443349754,3.64102564102564,7,1.87179487179487,64.1033,118.019,88.0789
"177","Kevin Martin",2010,10180170,2009,57700000,0.176432755632582,2010,"SG",21.1,79,185,82,"Wing","NR",0.825,"G","Western Carolina",2,51,264.666666666667,154.666666666667,233.666666666667,23.1608024691358,0.075940844568847,0.133966360092571,1.6929012345679,0.364197530864198,1.2059244555311,8.95833333333333,5.97530864197531,10.141975308642,0.327850877192982,0.532874036532573,0.555494944650921,0.371178515765496,0.936728395061728,3.53703703703704,2.1033950617284,67.7175666666667,98.2667,106.831
"178","Khris Middleton",2018,14100000,2017,99093000,0.142290575519966,2018,"SF",20.5,80,216,82,"Wing","Top100",0.545454545454545,"F","Texas A&M",3,87,180.833333333333,91.5,87.3333333333333,14.2070713012478,0.156748613357339,0.153450967691145,1.01109625668449,0.194221628045157,1.05034992935674,3.14789067142008,3.51590909090909,7.13112002376708,0.304162068867951,0.492990068539519,0.308603437010962,0.347960752084038,1.49744503862151,3.32767379679144,2.02422756981581,61.7461333333333,106.1425,95.18105
"179","Kirk Hinrich",2009,10000000,2008,58680000,0.170415814587594,2009,"SG",22.1,76,186,78,"Wing","NR",0.775,"G","Kansas",1,37,269,219,125,16.9189189189189,0.207667731629393,0.13258785942492,1.86486486486486,0.432432432432432,1.1804788213628,3.37837837837838,5.91891891891892,7.27027027027027,0.406392694063927,0.531598513011152,0.256147540983607,0.448770491803279,1.02702702702703,2.72972972972973,2.10810810810811,72.1905,115.037,86.4134
"180","Klay Thompson",2016,15500000,2015,7e+07,0.221428571428571,2016,"SG/SF",21.1,79,206,80,"Wing","Top75",1,"G","Washington State",3,98,280,220.166666666667,153,20.4414012995227,0.142589760745999,0.154568988912368,1.44816284284975,0.808157476089165,1.11949368129179,4.66210012841891,6.69829222011385,8.52879362888851,0.389085981768909,0.453750347176908,0.295634365435913,0.43962442445332,0.901860157552757,4.12243401759531,2.60071780422824,65.35795,107.6055,96.89415
"181","Kosta Koufos",2013,3000000,2012,58044000,0.0516849286747984,2013,"C",19,85,245,87,"Big","Top25",0.22,"F","Ohio State",1,37,374,63,100,14.4864864864865,0.0354477611940298,0.102611940298507,0.432432432432432,1.81081081081081,1.11018711018711,2.7027027027027,1.7027027027027,10.1081081081081,0.349206349206349,0.53475935828877,0.22883295194508,0.1441647597254,2.64864864864865,4.02702702702703,2.18918918918919,63.9721,110.217,92.4289
"182","Kris Humphries",2009,3200000,2008,58680000,0.05453306066803,2009,"PF",19.1,81,238,84,"Big","Top25",0.35,"F","Minnesota",1,29,448,50,229,23.4744827586207,0.0293789294318115,0.120453610670427,0.931034482758621,1.13793103448276,1.0505043757098,7.89655172413793,1.72413793103448,15.448275862069,0.34,0.455357142857143,0.459839357429719,0.100401606425703,3.13793103448276,7,2.24137931034483,67.262,105.227,103.002
"183","Kyle Korver",2009,4956818,2008,58680000,0.0844720177232447,2009,"SF",21.9,80,211,81,"Wing","NR",0.431818181818182,"F","Creighton",1,34,122,269,120,15.0529411764706,0.203204376709652,0.132864400156311,1.47058823529412,0.676470588235294,1.3609734114466,3.52941176470588,7.91176470588235,3.58823529411765,0.479553903345725,0.442622950819672,0.30690537084399,0.687979539641944,1.35294117647059,5.02941176470588,2.61764705882353,68.4293,112.402,94.8579
"184","Kyle Lowry",2011,5750000,2010,58044000,0.0990627799600303,2011,"PG",19.9,73,175,76,"PG","Top50",0.538461538461538,"G","Villanova",2,57,198.666666666667,19.3333333333333,127.333333333333,10.9726262626263,0.281947025634802,0.179415155710399,1.98611111111111,0.231060606060606,1.08428939774918,4.13888888888889,0.669191919191919,6.51262626262626,0.372053872053872,0.463156157147573,0.571311246243098,0.0960543789753268,1.51767676767677,2.42676767676768,2.6489898989899,66.0812333333333,115.764,91.0303
"185","Kyle O'Quinn",2017,3900000,2016,94143000,0.0414263407794525,2017,"PF/C",21.9,82,241,88,"Big","NR",0.318181818181818,"C","Norfolk State",4,129,265.8,49.6,153.4,13.7019237455197,0.0783059191594738,0.165733911186832,0.585452508960574,2.5296729390681,1.2226167229839,4.5172020609319,1.5380085125448,7.9437208781362,0.2319675432362,0.618063815353613,0.46295220604586,0.175315939056445,2.903125,6.63381720430108,3.16638440860215,68.50773,98.47353,106.5978
"186","Kyle Singler",2018,4666500,2017,99093000,0.0470921255790015,2018,"SF/PF",22.8,80,228,82,"Wing","Top25",0.478260869565217,"F","Duke",4,148,305.7,192.1,169.8,17.2444373608903,0.115062730090184,0.120850743330977,1.08905802861685,0.648664546899841,1.10006370430118,4.48798092209857,5.09813593004769,8.10444753577107,0.358882385852246,0.475784814476794,0.339450594747671,0.387226393959262,2.43763910969793,4.51498410174881,2.54547694753577,67.23447,119.325,90.47053
"187","LaMarcus Aldridge",2011,11244000,2010,58044000,0.193715112673145,2011,"PF/C",20.6,83,234,88,"Big","Top25",0.863636363636364,"F","Texas",2,53,285.333333333333,0,143,12.4241216216216,0.0579876444226053,0.140164935676367,1.25506756756757,1.81531531531532,1.25238285570063,4.65709459459459,0,8.7286036036036,0,0.600151011778919,0.573109835900534,0,3.32826576576577,4.75900900900901,2.67849099099099,64.7842,116.398,93.5372666666667
"188","Lance Stephenson",2016,9000000,2015,7e+07,0.128571428571429,2016,"SG",19.5,78,227,82,"Wing","Top25",0.7,"F","Cincinnati",1,34,295,73,119,14.7458823529412,0.167544279559598,0.161560555289612,0.911764705882353,0.176470588235294,0.996764677895137,3.5,2.14705882352941,8.67647058823529,0.219178082191781,0.494915254237288,0.323369565217391,0.198369565217391,1.85294117647059,3.5,1.94117647058824,65.2723,106.296,94.3796
"189","Landry Fields",2015,6250000,2014,63065000,0.0991040989455324,2015,"SF",21.7,79,216,81,"Wing","NR",0.454545454545455,"G","Stanford",4,129,257,79.5,147.5,14.1758509803922,0.149216641663683,0.137863192976063,1.09808823529412,0.52708110516934,1.08313610921455,4.54192959001783,2.43840463458111,7.90197860962567,0.346499320754954,0.489623594796009,0.384253675930424,0.300156202665477,1.89258912655971,4.25425579322638,1.75711675579323,66.04085,110.0194,97.29424
"190","Larry Nance",2018,1471382,2017,99093000,0.0148484958574269,2018,"PF",22.2,81,227,85,"Big","NR",0.116666666666667,"F","Wyoming",4,123,249.4,34.6,123.1,13.1823541619671,0.128046184695301,0.140458357549527,1.23464546206482,1.3150650424844,1.1883317444314,4.15698172794947,1.17188886382435,8.37653582976164,0.308605156881019,0.551936512670367,0.436461354540257,0.120235285964274,1.48673960448154,5.76698623956688,2.42050906083164,59.46148,104.3271,98.45137
"191","Lavoy Allen",2016,3700000,2015,7e+07,0.0528571428571429,2016,"PF",22.1,81,225,84,"Big","NR",0.316666666666667,"F","Temple",4,135,278.7,18.4,87.9,11.4494517952636,0.19260081610564,0.129770834499836,0.5704329004329,1.62393684746626,1.11807752849617,2.61284186401833,0.545182072829132,8.27359562006621,0.289531116794544,0.540453510290171,0.295595918342051,0.0613096948437748,3.10822256175197,5.89795263559969,2.36527374586198,62.87307,109.8009,92.91558
"192","Linas Kleiza",2012,4605000,2011,58044000,0.0793363655158156,2012,"SF/PF",20.1,80,233,83.5,"Wing","Top25",0.826086956521739,"F","Missouri",2,49,238.333333333333,83,176,16.3231060606061,0.0803721415409355,0.143493892371411,0.549873737373737,0.285984848484848,1.02900795149899,6.04166666666667,2.76199494949495,8.54229797979798,0.298832884442734,0.453563319416978,0.527213048866263,0.236700494579719,2.49684343434343,5.36616161616162,2.92108585858586,64.6207333333333,107.262,98.6566
"193","Luke Babbitt",2016,1100000,2015,7e+07,0.0157142857142857,2016,"SF",20.7,81,218,83,"Wing","Top25",0.136363636363636,"F","Nevada",2,68,383.333333333333,93,203.333333333333,18.8666666666667,0.098355754388364,0.117772856329421,0.92156862745098,0.764705882352941,1.20918240603316,5.98039215686275,2.73529411764706,11.2745098039216,0.42008486562942,0.501679231041171,0.426219826576049,0.194522302945082,1.99019607843137,6.41176470588235,2.30392156862745,67.9109666666667,110.491666666667,101.671166666667
"194","Luke Ridnour",2008,6500000,2007,55630000,0.116843429804063,2008,"PG",22,74,167,75,"PG","Top75",0.596153846153846,"G","Oregon",1,33,258,212,184,20.6048484848485,0.320607094534973,0.189717042178952,1.90909090909091,0.0606060606060606,1.17794395237404,5.57575757575758,6.42424242424242,7.81818181818182,0.382075471698113,0.472868217054264,0.391489361702128,0.451063829787234,0.606060606060606,2.78787878787879,2.33333333333333,71.247,111.352,97.1032
"195","Luke Walton",2008,4000000,2007,55630000,0.0719036491101923,2008,"PF",22.9,81,235,80,"Big","NR",0.533333333333333,"F","Arizona",1,28,182,73,87,13.26,0.382460676578324,0.210084033613445,0.928571428571429,0.25,1.02632296781233,3.10714285714286,2.60714285714286,6.5,0.383561643835616,0.434065934065934,0.341176470588235,0.286274509803922,1.42857142857143,4.17857142857143,2,72.6598,115.556,88.7585
"196","Luol Deng",2010,10370425,2009,57700000,0.17973006932409,2010,"SF",18.9,80,220,84,"Wing","Top25",0.636363636363636,"F","Duke",1,37,330,111,138,15.8032432432432,0.116294978793269,0.141948282938843,1.32432432432432,1.05405405405405,1.11217412102368,3.72972972972973,3,8.91891891891892,0.36036036036036,0.515151515151515,0.312925170068027,0.251700680272109,2.21621621621622,4.67567567567568,2.21621621621622,67.6687,120.847,88.5187
"197","Luther Head",2011,992680,2010,58044000,0.0171021983322996,2011,"SG",22.3,75,179,77,"Wing","NR",0.175,"G","Illinois",3,93,132.333333333333,200.166666666667,81.1666666666667,12.2695929266136,0.246332011720294,0.142422631136605,1.38380194518126,0.204350132625995,1.22619346279148,2.40348364279399,5.71188328912467,3.8316534040672,0.389873181392616,0.577696008212768,0.266085440212688,0.589688641870123,0.748381962864721,2.97649867374005,1.51253757736516,64.5149,119.295833333333,91.5065
"198","Marcus Banks",2008,3966207,2007,55630000,0.0712961891065972,2008,"PG",21.3,74,220,78.5,"PG","NR",0.403846153846154,"G","Nevada-Las Vegas",1,32,312,122,214,20.4425,0.267518649871591,0.192613427907546,2.84375,0.125,1.22879430475613,6.6875,3.8125,9.75,0.336065573770492,0.583333333333333,0.493087557603687,0.28110599078341,0.5625,2.78125,2.71875,70.2543,108.075,98.2397
"199","Marcus Morris",2016,5000000,2015,7e+07,0.0714285714285714,2016,"PF",21.5,81,230,79,"Big","Top75",0.516666666666667,"F","Kansas",3,109,292.666666666667,51.1666666666667,175.166666666667,12.9437048175996,0.104213272836502,0.128039556265478,0.907296017822333,0.484043441938179,1.22832210499556,4.72259816207185,1.36772486772487,7.90058479532164,0.362719298245614,0.591756649147953,0.512261300422116,0.138391854992803,2.50580618212197,4.13749651907547,2.56573377889167,67.8305833333333,118.68,89.9052333333333
