Season,Team,Tempo,RankTempo,AdjTempo,RankAdjTempo,AdjOE,RankAdjOE,AdjOE,RankAdjOE,AdjDE,RankAdjDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM
2010,Duke,66.7159,210,64.6642,229,121.003,1,121.003,1,87.7166,5,87.7166,5,33.2863,1
2010,Kansas,69.9199,71,67.2407,105,120.391,2,120.391,2,88.5445,8,88.5445,8,31.846,2
2010,Syracuse,70.8086,40,68.6847,59,118.512,6,118.512,6,90.8966,14,90.8966,14,27.6152,3
2010,Kentucky,70.2712,60,68.2699,66,114.882,22,114.882,22,88.3421,6,88.3421,6,26.5396,4
2010,"West Virginia",64.1935,293,62.5976,296,117.209,12,117.209,12,91.6662,21,91.6662,21,25.5423,5
2010,"Kansas St.",71.6502,26,69.3935,36,116.129,15,116.129,15,90.6134,12,90.6134,12,25.5152,6
2010,"Ohio St.",64.9678,271,64.6353,232,117.528,8,117.528,8,92.5356,26,92.5356,26,24.992,7
2010,Baylor,67.1773,184,64.5365,235,119.237,5,119.237,5,94.287,43,94.287,43,24.9504,8
2010,Wisconsin,60.0091,342,59.1767,339,115.185,20,115.185,20,91.6257,19,91.6257,19,23.5589,9
2010,BYU,71.3922,28,71.0802,15,117.258,10,117.258,10,93.9836,37,93.9836,37,23.2748,10
2010,Georgetown,66.7118,211,65.7699,182,116.83,13,116.83,13,94.1873,42,94.1873,42,22.6426,11
2010,Butler,63.9799,299,63.0455,286,110.979,49,110.979,49,88.529,7,88.529,7,22.4502,12
2010,Maryland,70.3037,56,68.7188,53,118.283,7,118.283,7,95.9114,57,95.9114,57,22.3715,13
2010,California,68.25,131,67.1378,107,119.573,3,119.573,3,97.4226,76,97.4226,76,22.1501,14
2010,Purdue,66.7852,205,66.1938,161,109.764,65,109.764,65,87.7138,4,87.7138,4,22.0497,15
2010,"Texas A&M",66.1467,236,64.3493,243,112.563,37,112.563,37,91.2286,17,91.2286,17,21.3344,16
2010,Villanova,72.2403,21,71.1907,12,117.216,11,117.216,11,95.9766,59,95.9766,59,21.2389,17
2010,Xavier,70.3157,54,68.9434,47,115.462,18,115.462,18,94.592,47,94.592,47,20.8696,18
2010,Texas,74.1551,9,71.4549,11,113.863,24,113.863,24,93.1079,30,93.1079,30,20.755,19
2010,"Michigan St.",66.1806,235,65.3279,203,112.833,33,112.833,33,92.7075,27,92.7075,27,20.1255,20
2010,Temple,62.1454,330,60.3892,332,107.794,93,107.794,93,87.6742,3,87.6742,3,20.1202,21
2010,Missouri,71.2766,31,68.7903,51,111.497,46,111.497,46,91.5113,18,91.5113,18,19.9857,22
2010,"Utah St.",62.5815,325,59.8355,336,116.034,16,116.034,16,96.1312,62,96.1312,62,19.9032,23
2010,Marquette,64.5918,285,62.2523,305,115.104,21,115.104,21,95.4532,55,95.4532,55,19.6511,24
2010,Clemson,70.0469,66,67.6015,87,110.923,50,110.923,50,91.6383,20,91.6383,20,19.2848,25
2010,Dayton,67.2817,178,65.5473,195,108.054,86,108.054,86,89.1374,9,89.1374,9,18.9169,26
2010,"Northern Iowa",59.2514,345,58.9373,340,109.636,67,109.636,67,90.7705,13,90.7705,13,18.8657,27
2010,Pittsburgh,63,319,61.2818,319,111.448,47,111.448,47,92.7835,28,92.7835,28,18.6648,28
2010,"Saint Mary's",67.1251,187,66.239,158,116.456,14,116.456,14,97.8695,85,97.8695,85,18.5865,29
2010,Tennessee,70.0972,65,67.5334,91,108.921,75,108.921,75,90.4223,11,90.4223,11,18.4992,30
2010,"Georgia Tech",70.552,47,68.1884,67,109.21,71,109.21,71,90.9925,15,90.9925,15,18.2178,31
2010,Washington,72.9781,13,71.6516,10,111.748,44,111.748,44,93.5624,33,93.5624,33,18.1858,32
2010,"Florida St.",67.7764,152,65.2538,208,105.033,145,105.033,145,87.0112,2,87.0112,2,18.0215,33
2010,Minnesota,66.3771,227,65.5852,190,112.044,41,112.044,41,94.0767,41,94.0767,41,17.9671,34
2010,"Notre Dame",63.9589,300,62.4441,302,119.404,4,119.404,4,101.695,153,101.695,153,17.7097,35
2010,Vanderbilt,70.4936,51,68.708,56,113.701,25,113.701,25,96.1571,64,96.1571,64,17.5435,36
2010,"Old Dominion",63.3577,314,62.62,295,107.841,90,107.841,90,90.3324,10,90.3324,10,17.5091,37
2010,Louisville,68.4214,125,66.3207,151,114.513,23,114.513,23,97.6073,78,97.6073,78,16.9053,38
2010,"Oklahoma St.",68.8403,99,66.2347,159,112.165,40,112.165,40,95.4419,54,95.4419,54,16.7235,39
2010,"San Diego St.",63.9944,298,63.074,284,111.442,48,111.442,48,94.8619,51,94.8619,51,16.58,40
2010,UNLV,67.2264,180,66.2551,156,110.59,55,110.59,55,94.0283,40,94.0283,40,16.5613,41
2010,UTEP,70.001,68,67.9085,76,107.71,95,107.71,95,91.1792,16,91.1792,16,16.5312,42
2010,"New Mexico",68.1168,136,67.4018,98,113.586,26,113.586,26,97.4012,74,97.4012,74,16.1843,43
2010,Gonzaga,69.2717,84,67.4907,95,112.286,38,112.286,38,96.148,63,96.148,63,16.1378,44
2010,"Mississippi St.",67.9537,143,66.5329,141,109.656,66,109.656,66,93.6766,34,93.6766,34,15.9798,45
2010,Cornell,64.8993,276,63.9456,261,117.417,9,117.417,9,101.497,149,101.497,149,15.9195,46
2010,"Virginia Tech",68.8159,101,67.7525,80,108.256,84,108.256,84,92.3993,24,92.3993,24,15.8569,47
2010,Mississippi,70.7045,42,68.7089,55,112.949,32,112.949,32,97.1762,70,97.1762,70,15.7729,48
2010,Memphis,66.9849,192,65.2208,211,115.324,19,115.324,19,100.084,118,100.084,118,15.2397,49
2010,Florida,66.5821,218,63.9324,262,113.001,31,113.001,31,97.7708,83,97.7708,83,15.23,50
2010,Connecticut,68.5765,119,67.496,94,107.693,96,107.693,96,92.506,25,92.506,25,15.1869,51
2010,"Arizona St.",62.2227,328,61.0498,326,109.966,61,109.966,61,94.7891,50,94.7891,50,15.1766,52
2010,"Murray St.",67.525,162,65.5722,192,109.035,74,109.035,74,93.9801,36,93.9801,36,15.0553,53
2010,Richmond,65.3159,259,62.4579,301,108.833,77,108.833,77,93.824,35,93.824,35,15.0089,54
2010,"Miami FL",67.1391,185,65.3236,204,112.206,39,112.206,39,97.4159,75,97.4159,75,14.7905,55
2010,VCU,68.3083,129,68.1536,69,113.161,28,113.161,28,98.7676,98,98.7676,98,14.3932,56
2010,Illinois,66.885,197,66.6006,136,109.163,73,109.163,73,94.7833,49,94.7833,49,14.3794,57
2010,"Wake Forest",70.8767,39,68.6902,58,107.12,106,107.12,106,92.9962,29,92.9962,29,14.1238,58
2010,Siena,70.2754,58,69.1976,43,109.363,69,109.363,69,95.5044,56,95.5044,56,13.8584,59
2010,"Rhode Island",69.1897,88,67.6221,86,112.642,36,112.642,36,99.1001,101,99.1001,101,13.5416,60
2010,"North Carolina",72.9753,14,70.3683,23,107.397,102,107.397,102,94.0027,38,94.0027,38,13.3946,61
2010,UAB,65.056,270,64.0696,257,104.551,148,104.551,148,91.8164,22,91.8164,22,12.7342,62
2010,Alabama,66.0125,240,64.2495,247,107.87,88,107.87,88,95.3193,53,95.3193,53,12.5511,63
2010,"Wichita St.",64.6162,282,64.5013,238,108.899,76,108.899,76,96.6424,69,96.6424,69,12.2564,64
2010,"Wright St.",63.1554,317,61.8422,313,108.64,80,108.64,80,96.5364,68,96.5364,68,12.1033,65
2010,"Seton Hall",71.7389,24,69.4735,34,112.742,35,112.742,35,100.689,128,100.689,128,12.0531,66
2010,"St. John's",65.588,255,64.2038,249,106.477,115,106.477,115,94.5075,46,94.5075,46,11.9694,67
2010,Cincinnati,66.702,212,65.2723,206,106.296,120,106.296,120,94.3796,44,94.3796,44,11.9163,68
2010,"North Carolina St.",66.0004,242,64.4918,240,106.14,125,106.14,125,94.6457,48,94.6457,48,11.4946,69
2010,Michigan,61.991,331,61.7921,314,107.412,101,107.412,101,95.928,58,95.928,58,11.4836,70
2010,Northeastern,61.4916,336,60.2642,333,106.505,113,106.505,113,95.1832,52,95.1832,52,11.3217,71
2010,"Texas Tech",72.843,16,70.6594,19,108.765,78,108.765,78,97.6227,80,97.6227,80,11.1423,72
2010,"Iowa St.",69.5198,77,67.4963,93,107.218,105,107.218,105,96.1248,61,96.1248,61,11.093,73
2010,"Boston College",66.125,237,64.0951,256,110.706,51,110.706,51,99.8326,114,99.8326,114,10.873,74
2010,"Missouri St.",64.5941,284,64.4692,241,111.791,43,111.791,43,100.943,134,100.943,134,10.848,75
2010,Virginia,63.6259,308,61.665,316,107.971,87,107.971,87,97.2117,71,97.2117,71,10.759,76
2010,USC,63.49,312,62.1702,307,96.7443,267,96.7443,267,86.1183,1,86.1183,1,10.626,77
2010,"South Florida",64.8527,278,63.6361,270,107.841,92,107.841,92,97.318,72,97.318,72,10.5225,78
2010,Portland,64.7819,280,63.091,283,110.648,54,110.648,54,100.368,122,100.368,122,10.2793,79
2010,Nevada,70.552,46,68.7141,54,112.819,34,112.819,34,102.622,169,102.622,169,10.1972,80
2010,Marshall,69.7005,74,68.4855,65,110.097,59,110.097,59,99.918,115,99.918,115,10.1791,81
2010,Wofford,65.5969,254,63.5277,273,104.552,147,104.552,147,94.4314,45,94.4314,45,10.1206,82
2010,Tulsa,67.514,164,66.0141,172,107.619,97,107.619,97,97.7485,82,97.7485,82,9.87077,83
2010,Northwestern,63.2453,316,62.7677,294,113.003,30,113.003,30,103.229,180,103.229,180,9.77472,84
2010,"South Carolina",70.9681,36,68.7023,57,106.499,114,106.499,114,97.4348,77,97.4348,77,9.06452,85
2010,"Kent St.",67.3882,173,66.7632,128,106.639,111,106.639,111,97.801,84,97.801,84,8.83792,86
2010,Arizona,68.5939,117,67.5717,88,108.371,83,108.371,83,99.5392,108,99.5392,108,8.83175,87
2010,Houston,71.716,25,71.1207,14,111.969,42,111.969,42,103.176,179,103.176,179,8.7931,88
2010,"Illinois St.",65.2164,264,64.562,234,107.453,100,107.453,100,98.68,96,98.68,96,8.77333,89
2010,Providence,74.1974,8,73.2833,5,115.99,17,115.99,17,107.294,266,107.294,266,8.69546,90
2010,Georgia,66.3885,226,64.1273,252,109.804,64,109.804,64,101.119,137,101.119,137,8.68489,91
2010,Colorado,69.3328,81,67.0212,118,113.081,29,113.081,29,104.455,211,104.455,211,8.62513,92
2010,Nebraska,64.8912,277,62.7778,293,106.992,107,106.992,107,98.7168,97,98.7168,97,8.27514,93
2010,Ohio,69.1489,89,68.8493,50,107.285,103,107.285,103,99.0345,100,99.0345,100,8.25092,94
2010,Montana,63.7483,306,61.9525,312,106.461,116,106.461,116,98.3824,92,98.3824,92,8.07886,95
2010,Charlotte,69.6615,75,67.1058,110,108.71,79,108.71,79,100.8,130,100.8,130,7.90993,96
2010,Pacific,61.8056,333,60.1837,334,106.161,124,106.161,124,98.3254,91,98.3254,91,7.83565,97
2010,"Saint Louis",63.412,313,62.3709,304,100.07,211,100.07,211,92.3509,23,92.3509,23,7.71928,98
2010,"Southern Miss",62.5108,326,61.0116,327,103.651,158,103.651,158,96.0515,60,96.0515,60,7.59929,99
2010,"Sam Houston St.",70.7432,41,69.336,37,110.159,57,110.159,57,102.742,172,102.742,172,7.41672,100
2010,"Penn St.",62.6752,324,62.1844,306,107.86,89,107.86,89,100.818,131,100.818,131,7.04268,101
2010,"Morehead St.",66.5971,217,64.6947,227,105.142,143,105.142,143,98.1459,88,98.1459,88,6.99642,102
2010,Auburn,71.0397,34,69.0112,45,109.871,63,109.871,63,102.893,174,102.893,174,6.97805,103
2010,Oklahoma,68.0017,141,65.3039,205,110.217,56,110.217,56,103.241,181,103.241,181,6.97619,104
2010,"Weber St.",68.7953,102,67.6504,85,109.179,72,109.179,72,102.216,163,102.216,163,6.96285,105
2010,Stanford,67.7943,150,66.3088,152,106.46,117,106.46,117,99.7117,113,99.7117,113,6.74863,106
2010,"William & Mary",61.7147,335,60.1734,335,110.01,60,110.01,60,103.435,185,103.435,185,6.5757,107
2010,IUPUI,66.272,232,64.7295,225,108.534,81,108.534,81,102.19,161,102.19,161,6.34361,108
2010,"Appalachian St.",66.5979,216,65.2721,207,110.149,58,110.149,58,103.97,202,103.97,202,6.17834,109
2010,Iona,66.9139,195,64.6631,230,100.13,209,100.13,209,94.0175,39,94.0175,39,6.11201,110
2010,Harvard,67.8294,149,67.0208,119,107.494,99,107.494,99,101.429,145,101.429,145,6.0646,111
2010,"New Mexico St.",71.9936,23,70.2971,24,111.577,45,111.577,45,105.544,231,105.544,231,6.03331,112
2010,"Louisiana Tech",68.6208,113,67.5676,89,105.37,139,105.37,139,99.3774,103,99.3774,103,5.99247,113
2010,Bradley,65.1382,267,64.9022,222,106.328,119,106.328,119,100.642,125,100.642,125,5.68554,114
2010,"Washington St.",66.8406,200,66.0842,165,108.218,85,108.218,85,102.544,167,102.544,167,5.67354,115
2010,Creighton,66.0059,241,65.4929,198,107.773,94,107.773,94,102.211,162,102.211,162,5.56159,116
2010,UCLA,65.521,257,64.2614,246,106.362,118,106.362,118,100.887,133,100.887,133,5.47511,117
2010,Fairfield,67.3486,175,65.6688,187,106.696,110,106.696,110,101.335,144,101.335,144,5.36124,118
2010,Arkansas,71.3597,29,69.7195,31,105.895,129,105.895,129,100.596,124,100.596,124,5.29854,119
2010,Princeton,59.5161,343,58.6745,343,98.6291,236,98.6291,236,93.3354,32,93.3354,32,5.29372,120
